RA,DEC,BRICKNAME,FLUX_G,FLUX_R,FLUX_Z,FLUX_W1,TYPE,g_mag,r_mag,z_mag,w1_mag,r_minus_z,z_minus_w1,is_lrg_v1,is_lrg_v2,is_lrg_v3,is_lrg_v4,is_lrg_v5,phase3_ranking_mode,region_id,phase3_region_rank
3.780784079428754,-32.06641239365969,0036m320,0.10556298,0.72774464,8.464846,135.23126,REX,24.941220921592734,22.845052462991895,20.180952390335605,17.17230724593886,2.6641000726562893,3.008645144396745,False,True,True,True,True,density_v3,25,2
3.7810463573749686,-32.075866279791384,0036m320,0.4195983,1.1782631,10.201604,104.40577,REX,23.442915671096987,22.321894336876877,19.97832885844199,17.453188755086455,2.3435654784348863,2.525140103355536,True,True,True,True,True,density_v3,25,2
3.7831098970218555,-32.06901187207189,0036m320,0.19749013,0.9287221,9.098262,19.554302,SER,24.261136533343333,22.58028556870248,20.102603922591893,19.271894192482353,2.477681646110586,0.8307097301095396,False,False,True,True,True,density_v3,25,2
3.784771202921622,-32.01783343106709,0036m320,0.31676784,0.939026,7.3925424,670.8,EXP,23.74814728656945,22.5683059589465,20.328015445285743,15.433517384922805,2.2402905136607565,4.894498060362938,False,True,True,True,True,density_v3,25,2
3.7848656968714036,-32.01536644580265,0036m320,1.2982621,1.7181807,11.138372,97.17911,REX,22.21659403642383,21.912327936583285,19.88294566296513,17.531067732762295,2.029382273618154,2.3518779302028356,True,True,True,True,True,density_v3,25,2
3.785398591526434,-32.07218905611561,0036m320,0.06812617,1.640205,15.657041,6179.2637,EXP,25.41671503605393,21.962754654342543,19.513225805931654,13.02265818213786,2.449528848410889,6.490567623793794,True,True,True,True,True,density_v3,25,2
3.786105495872383,-31.996027540841865,0036m320,-0.042062774,0.13934615,7.9490075,176.10507,EXP,,24.63976254498646,20.249217731611434,16.88557033922403,4.390544813375026,3.363647392387403,False,True,True,True,True,density_v3,25,2
3.7867234060387607,-32.079712532984544,0036m320,0.5503977,6.9834666,44.819992,996.68085,EXP,23.1483084856097,20.3898223451392,18.371320561712366,15.003609718321723,2.018501783426835,3.3677108433906433,True,True,True,True,True,density_v3,25,2
3.7873116730714536,-32.00355679230574,0036m320,1.3911026,6.3584003,71.64561,822.9564,EXP,22.141602131335905,20.49163032754066,17.862026083874245,15.211557904874663,2.6296042436664138,2.6504681789995814,True,True,True,True,True,density_v3,25,2
3.7876411083632835,-31.99837847974811,0036m320,0.48058286,1.4645029,19.107681,154.90207,REX,23.295579298962892,22.085774387269005,19.296980028938226,17.02485695287202,2.7887943583307795,2.2721230760662046,True,True,True,True,True,density_v3,25,2
3.7877341360689103,-32.07553867705698,0036m320,0.58317846,1.2416043,12.647077,67.9737,REX,23.085496312103224,22.265041955399195,19.745024626987615,17.919147700312465,2.52001732841158,1.82587692667515,True,True,True,True,True,density_v3,25,2
3.7880962674216625,-31.909163315665758,0036m320,0.2375175,1.4937232,7.2354116,42.41283,DEV,24.060760939532358,22.064324717482695,20.35134188885916,18.431256861554093,1.7129828286235345,1.920085027305067,False,True,True,True,True,density_v3,25,2
3.788135087941628,-32.09204467514871,0036m320,1.2421081,1.7345037,9.972701,236.53476,DEV,22.264601509467948,21.90206189467216,20.00296799637443,16.56526257326545,1.8990938982977283,3.43770542310898,False,True,True,True,True,density_v3,25,2
3.7885544041154247,-32.01294682494993,0036m320,2.2961411,6.0777354,14.105598,63.111168,DEV,21.597503546624235,20.540645523876318,19.626521208920067,17.99973445721705,0.9141243149562506,1.626786751703019,True,True,True,True,True,density_v3,25,2
3.7892863734190385,-32.09061593897666,0036m320,-0.0710981,0.20699213,12.515359,119.499504,REX,,24.210115392747234,19.75639172713433,17.306584742473778,4.453723665612905,2.449806984660551,True,True,True,True,True,density_v3,25,2
