region_id,brickname,ra,dec,area_deg2,n_gal,n_lrg_v1_pure_massive,n_lrg_v2_baseline_dr10,n_lrg_v3_color_relaxed,n_lrg_v4_mag_relaxed,n_lrg_v5_very_relaxed
518,0784m495,78.4861407249467,-49.5,0.062313729192505,4759,17,21,108,224,416
519,0789m862,78.9795918367347,-86.25,0.0600640506252907,4311,13,26,102,239,402
520,0791m407,79.14076782449726,-40.75,0.0623224812691436,3991,12,22,66,158,298
520,0791m410,79.10091743119266,-41.0,0.0623154204933803,3753,14,21,80,187,317
521,0792m077,79.28571428571429,-7.75,0.0624494818083029,1026,11,13,57,97,153
522,0793m272,79.32917316692668,-27.25,0.0624114502828514,5434,10,23,136,325,542
523,0796m337,79.65,-33.75,0.0623601714539283,5128,15,31,127,263,447
524,0803m160,80.3896103896104,-16.0,0.0624195411294772,2584,40,57,126,269,415
525,0803m247,80.38167938931298,-24.75,0.0623914662653944,4551,10,20,91,213,394
526,0812m060,81.2133891213389,-6.0,0.0624176426635674,3580,20,42,111,234,377
526,0814m060,81.46443514644352,-6.0,0.06241764266358,3434,10,19,81,177,322
527,0815m065,81.57821229050279,-6.5,0.062445108991033,3663,14,30,131,261,507
528,0815m287,81.59810126582279,-28.75,0.0624251150474997,5515,13,33,110,249,448
529,0818m127,81.80654338549076,-12.75,0.0624329581874061,2267,17,31,103,232,370
530,0826m862,82.65306122448979,-86.25,0.0600640506252917,3443,16,28,96,221,386
531,0832m510,83.27472527472527,-51.0,0.0622404288619202,4820,13,20,80,178,322
532,0839m440,83.9423076923077,-44.0,0.0622505102629255,5269,51,66,110,213,391
533,0843m380,84.30579964850615,-38.0,0.0623206604260237,5262,14,25,148,325,546
534,0844m337,84.45,-33.75,0.0623601714539309,5305,11,21,116,256,480
535,0845m140,84.5922746781116,-14.0,0.0624653405514101,2157,15,26,98,194,332
535,0848m140,84.84978540772532,-14.0,0.0624653405514132,2003,13,30,89,166,290
536,0850m435,85.01908396946565,-43.5,0.0622935511481096,4236,12,23,82,180,344
537,0851m280,85.19623233908948,-28.0,0.0623745842382534,5078,13,26,112,228,383
538,0853m207,85.32640949554896,-20.75,0.0624347938487029,4936,29,44,127,293,529
539,0854m175,85.42151162790698,-17.5,0.0623796929338748,3223,13,20,132,278,478
540,0855m237,85.5,-23.75,0.0624075513426989,4194,19,31,105,237,401
540,0857m237,85.77272727272727,-23.75,0.0624075513427018,4344,20,29,91,232,374
541,0856m465,85.65392354124748,-46.5,0.0623258175730085,4603,14,30,108,253,459
542,0858m325,85.86206896551724,-32.5,0.0623195155250253,4624,12,18,85,194,330
542,0860m322,86.01639344262296,-32.25,0.0623897078466206,4707,10,14,109,239,406
543,0860m465,86.01609657947687,-46.5,0.0623258175730173,4887,19,37,102,218,422
544,0861m295,86.13057324840764,-29.5,0.0623662026240426,4664,10,18,109,225,404
545,0861m570,86.11675126903553,-57.0,0.0622049165825055,4963,13,26,119,266,461
546,0865m237,86.5909090909091,-23.75,0.0624075513427105,4047,10,29,124,248,411
547,0866m317,86.62866449511401,-31.75,0.0623221820349953,5195,15,29,85,216,420
548,0866m415,86.6728280961183,-41.5,0.0622975613674185,3904,11,21,110,216,351
549,0866m612,86.63793103448276,-61.25,0.0621967742280193,6416,10,16,100,204,365
550,0867m215,86.78092399403874,-21.5,0.0623975519310775,4292,12,20,87,220,421
551,0871m322,87.19672131147541,-32.25,0.0623897078466314,4875,21,39,128,260,469
552,0875m345,87.5798319327731,-34.5,0.0623288219644943,3988,12,21,88,191,375
553,0876m357,87.6962457337884,-35.75,0.0623221846713125,2451,12,24,87,212,368
554,0877m292,87.7106518282989,-29.25,0.0624201735651543,5119,31,52,164,328,527
554,0878m295,87.85031847133757,-29.5,0.0623662026240675,4752,10,20,124,276,464
555,0877m870,87.75,-87.0,0.0588779040669423,4103,10,12,107,239,382
556,0879m207,87.99703264094956,-20.75,0.062434793848691,3937,11,23,92,220,444
557,0879m520,87.97752808988764,-52.0,0.0622578526116249,3974,11,15,71,177,303
558,0880m385,88.08849557522124,-38.5,0.0623315736660659,4704,10,16,100,258,439
559,0883m405,88.36065573770492,-40.5,0.0623283083925779,3984,10,19,79,199,370
560,0883m457,88.39285714285714,-45.75,0.0623026702055679,4737,12,25,135,276,433
561,0885m315,88.53658536585365,-31.5,0.0623882552177979,4977,12,32,105,232,436
562,0886m227,88.64661654135338,-22.75,0.0624045275263768,4487,10,16,102,216,401
563,0886m400,88.69801084990958,-40.0,0.0623362976394262,4086,10,21,75,169,331
564,0891m240,89.18057663125948,-24.0,0.0623816585474487,4430,10,19,114,262,441
565,0895m595,89.50953678474114,-59.5,0.0622321749740029,4319,16,31,95,205,352
566,0898m427,89.83018867924528,-42.75,0.0623480881344167,3708,16,32,91,198,352
567,0900m392,90.0,-39.25,0.0623392510553466,4806,10,22,81,200,352
568,0901m340,90.1505016722408,-34.0,0.0623857210209665,4924,13,29,138,261,431
569,0902m600,90.2486187845304,-60.0,0.0621546468268674,4525,10,21,127,249,392
569,0905m602,90.50139275766016,-60.25,0.0621997909520147,4669,14,25,100,250,425
570,0908m430,90.85227272727272,-43.0,0.0623312319421865,4904,16,24,89,224,434
571,0910m340,91.05351170568562,-34.0,0.0623857210209665,4989,10,19,107,217,382
572,0910m552,91.09223300970874,-55.25,0.0622568785666519,5270,11,17,145,288,478
573,0913m240,91.36570561456752,-24.0,0.0623816585474487,1837,13,32,106,225,351
573,0915m242,91.50455927051672,-24.25,0.0623544975888725,1667,21,31,78,154,276
574,0921m502,92.14285714285714,-50.25,0.0622829702659091,5021,17,24,111,236,427
575,0926m402,92.61343012704174,-40.25,0.0623329108799194,4189,12,22,79,187,326
575,0926m405,92.62295081967213,-40.5,0.0623283083925779,5238,18,26,98,246,427
576,0927m605,92.78089887640448,-60.5,0.0622445017596655,4991,11,21,133,258,441
577,0930m272,93.08892355694228,-27.25,0.0624114502828514,3189,10,20,107,214,414
578,0930m457,93.03571428571428,-45.75,0.0623026702055679,5271,10,23,108,202,355
579,0932m425,93.21428571428572,-42.5,0.0623636350331005,4382,14,25,74,189,390
580,0936m465,93.62173038229376,-46.5,0.0623258175730173,4805,10,23,69,172,323
581,0942m310,94.22330097087378,-31.0,0.062415045199029,2635,15,30,116,236,408
582,0942m367,94.20415224913496,-36.75,0.0623813027136075,3097,11,22,113,253,416
583,0943m527,94.31506849315068,-52.75,0.06218768916562,5056,12,30,136,295,481
584,0951m490,95.126582278481,-49.0,0.062284035622378,4614,11,23,118,240,397
585,0951m562,95.14925373134328,-56.25,0.0621906483917899,5249,11,20,146,281,498
586,0956m582,95.66929133858268,-58.25,0.0621512015220286,5047,11,27,131,244,418
587,0960m520,96.06741573033707,-52.0,0.0622578526116249,4771,12,24,124,249,402
588,0964m352,96.4176570458404,-35.25,0.0623919199156954,2152,12,25,165,315,488
589,0966m847,96.61764705882354,-84.75,0.0605524937277737,3441,12,24,81,194,354
590,0968m400,96.83544303797468,-40.0,0.0623362976394164,2720,12,22,103,220,375
591,0970m800,97.08661417322834,-80.0,0.0615288330411995,2416,10,23,93,230,416
592,0974m482,97.48440748440748,-48.25,0.0622965721410226,3419,10,16,95,191,319
593,0975m612,97.5,-61.25,0.0621967742280208,4279,13,23,93,224,434
594,0976m670,97.63250883392226,-67.0,0.0621303421694502,1750,23,37,102,185,295
595,0986m415,98.65064695009242,-41.5,0.0622975613674185,2220,11,19,87,187,344
596,0987m532,98.729792147806,-53.25,0.0621814911479914,3332,10,16,86,202,359
597,0991m452,99.19449901768174,-45.25,0.062240938053171,2893,11,21,115,235,382
598,0991m560,99.13366336633663,-56.0,0.062286288847719,2849,15,25,84,189,348
599,0996m775,99.68354430379746,-77.5,0.0616441449423787,3256,13,30,134,273,497
600,1001m477,100.1851851851852,-47.75,0.0622561364873469,3570,12,33,124,270,475
601,1001m522,100.1580135440181,-52.25,0.0621890648916858,1504,10,26,57,129,251
602,1002m342,100.251256281407,-34.25,0.062305710558895,2603,15,26,116,250,459
603,1009m325,100.935960591133,-32.5,0.0623195155250199,605,11,22,83,160,248
604,1013m620,101.3823529411765,-62.0,0.0621358928425798,3523,10,13,90,203,352
605,1016m827,101.6129032258064,-82.75,0.0610639688832786,3374,12,23,98,211,368
606,1020m555,102.0731707317073,-55.5,0.0621664888839477,3371,16,34,125,250,435
607,1025m810,102.5217391304348,-81.0,0.0612134377610022,3587,10,21,101,206,366
608,1026m545,102.6428571428571,-54.5,0.0622181244700862,3432,11,23,79,200,380
609,1027m482,102.7234927234927,-48.25,0.0622965721410226,3180,16,30,137,261,449
609,1027m485,102.776617954071,-48.5,0.0622502683004708,4024,10,30,124,279,458
610,1030m590,103.029490616622,-59.0,0.062135911489177,3071,10,20,93,231,401
611,1035m827,103.5483870967742,-82.75,0.0610639688832786,2955,15,25,76,167,297
612,1038m760,103.8068181818182,-76.0,0.0618549810569051,4442,11,17,88,192,343
613,1046m670,104.6289752650177,-67.0,0.0621303421694514,2608,10,12,73,154,267
614,1059m605,105.9269662921348,-60.5,0.0622445017596686,3096,22,47,141,296,484
615,1060m682,106.0594795539033,-68.25,0.0619891132343028,4238,13,28,142,305,557
616,1060m730,106.056338028169,-73.0,0.061768621012343,3425,54,85,168,309,483
617,1062m632,106.2883435582822,-63.25,0.0621301036176811,2746,13,34,114,248,408
618,1063p315,106.390243902439,31.5,0.0623882552177817,1877,11,27,91,188,359
618,1066p315,106.6829268292683,31.5,0.0623882552177817,1944,17,23,104,213,369
619,1065m582,106.5354330708661,-58.25,0.0621512015220286,3200,12,29,117,262,451
620,1067m732,106.7142857142857,-73.25,0.061756294181864,3757,10,20,118,235,381
620,1069m730,106.9014084507042,-73.0,0.061768621012343,3565,24,48,112,246,397
621,1069p337,106.95,33.75,0.0623601714539256,1958,13,26,121,233,381
622,1071m600,107.1546961325967,-60.0,0.0621546468268722,2758,13,30,123,267,420
623,1087m840,108.7012987012987,-84.0,0.0610880144890419,3571,12,22,105,243,442
624,1088m787,108.8811188811189,-78.75,0.0613920106749529,4180,10,18,124,252,445
625,1089p280,108.9324960753532,28.0,0.0623745842382366,1858,13,31,100,216,352
626,1095m727,109.5833333333333,-72.75,0.0617794457784931,3813,10,21,134,304,522
627,1096m672,109.6071428571429,-67.25,0.0621499266753623,2493,23,39,130,257,427
628,1099m715,109.9565217391304,-71.5,0.0620812965708407,2748,11,21,90,187,328
629,1099p297,109.9840255591054,29.75,0.0624104084019378,2352,17,35,110,270,483
630,1101p312,110.129659643436,31.25,0.0623517077183176,2034,12,24,120,255,405
630,1101p315,110.1951219512195,31.5,0.062388255217779,2291,21,62,155,306,517
631,1102p250,110.2293577981651,25.0,0.062360578079293,1648,17,32,76,171,293
632,1104p320,110.4411764705882,32.0,0.0623564281927597,2423,11,21,91,184,357
633,1105m792,110.5147058823529,-79.25,0.0617174629557361,3198,13,21,81,174,299
633,1107m790,110.7194244604317,-79.0,0.0617726473422354,3824,10,15,108,218,394
634,1107m660,110.7457627118644,-66.0,0.062044523454208,3150,11,27,119,220,375
635,1109p190,110.9824046920821,19.0,0.0623875398085942,1693,10,23,119,236,392
636,1114p332,111.4925373134328,33.25,0.0624093651077024,2518,22,37,132,313,507
637,1115p260,111.5277777777778,26.0,0.0624162037019894,2520,10,33,136,309,542
638,1116m645,111.6346153846154,-64.5,0.0620928973982957,2208,11,18,108,223,374
639,1119m730,111.9718309859155,-73.0,0.0617686210123439,3451,14,34,121,281,458
640,1121p227,112.1954887218045,22.75,0.0624045275264003,2259,11,25,100,231,406
641,1122m735,112.2815533980583,-73.5,0.0620421377334135,4690,13,27,132,268,452
642,1123m632,112.361963190184,-63.25,0.062130103617694,2244,36,75,180,340,523
643,1126p205,112.6666666666667,20.5,0.0624447630806961,2419,14,32,106,247,438
643,1129p205,112.9333333333333,20.5,0.0624447630807021,2176,14,29,81,172,331
644,1127m732,112.7142857142857,-73.25,0.0617562941818649,4352,16,32,98,231,382
645,1128m507,112.8446389496718,-50.75,0.0623013505457655,2531,11,17,105,202,318
646,1129p245,112.9115853658537,24.5,0.0624210742473359,2198,12,31,99,217,397
647,1132m507,113.2385120350109,-50.75,0.0623013505457655,2383,26,44,154,283,433
648,1132p162,113.2803468208092,16.25,0.0624309381158233,2663,18,38,126,241,408
649,1133m790,113.3093525179856,-79.0,0.0617726473422354,3367,11,21,114,246,403
650,1135p305,113.5852090032154,30.5,0.0623364653729796,2042,20,41,95,199,344
651,1135p330,113.504132231405,33.0,0.0623804059821956,879,10,19,73,173,293
652,1137p287,113.7816455696203,28.75,0.0624251150475053,2541,15,24,77,194,384
653,1138p267,113.8975155279503,26.75,0.0623975474790607,2399,10,20,101,191,325
653,1141p267,114.1770186335404,26.75,0.0623975474790835,2927,11,21,89,246,427
654,1141m782,114.1610738255034,-78.25,0.0615024935022652,4268,10,22,122,268,435
655,1143m777,114.3870967741936,-77.75,0.0615999204700666,3542,10,26,100,217,371
656,1148p177,114.8908296943231,17.75,0.0623839548557758,1893,24,42,126,247,398
657,1150p230,115.0753012048193,23.0,0.0623835625689455,2553,12,19,111,244,391
658,1153p205,115.3333333333333,20.5,0.0624447630806961,2267,14,31,101,220,375
659,1154p135,115.4208273894437,13.5,0.0624202734762758,1810,15,29,97,224,396
660,1154p142,115.4935622317597,14.25,0.0623967901828679,2034,22,53,131,274,481
661,1157m795,115.7142857142857,-79.5,0.0616585875324886,3725,10,18,108,236,357
662,1157p232,115.7918552036199,23.25,0.0623613448843088,3199,11,22,75,190,360
663,1158p257,115.8923076923077,25.75,0.0623559824876431,2079,10,24,70,170,306
663,1161p257,116.1692307692308,25.75,0.0623559824876718,2037,10,24,83,191,303
664,1160m687,116.0076045627376,-68.75,0.0620140638201198,3017,15,35,135,265,436
665,1160p225,116.0810810810811,22.5,0.0624242432176639,2783,13,26,124,269,429
665,1163p225,116.3513513513514,22.5,0.0624242432176463,3112,14,35,144,301,525
666,1160p325,116.0098522167488,32.5,0.0623195155250387,2417,10,19,89,231,405
667,1162m712,116.2660944206009,-71.25,0.0620805341807244,2767,38,78,138,289,493
667,1162m715,116.2173913043478,-71.5,0.0620812965708488,2934,11,24,103,223,374
668,1162p152,116.25,15.25,0.0623784412815418,2503,10,30,116,262,439
669,1162p307,116.2741935483871,30.75,0.0623762223210375,2902,14,32,116,256,454
670,1166m780,116.6447368421053,-78.0,0.0615527543743621,3909,11,23,106,233,402
671,1167p335,116.7607973421927,33.5,0.0623336083480426,2266,13,37,135,258,435
671,1170p335,117.0598006644518,33.5,0.0623336083480214,2395,18,30,143,269,428
672,1169m717,116.9603524229075,-71.75,0.0620808815535345,2646,12,22,75,177,284
673,1172m875,117.2727272727273,-87.5,0.0594809355861676,5552,15,36,134,289,454
674,1174m740,117.45,-74.0,0.0620183558612198,3497,11,17,106,230,371
675,1176p147,117.6327116212339,14.75,0.0624347671881602,2523,13,26,119,284,489
675,1178p147,117.8909612625538,14.75,0.0624347671881787,2309,10,26,134,260,418
676,1179m770,117.9878048780488,-77.0,0.0617243257031593,3756,10,22,100,249,418
677,1182p177,118.296943231441,17.75,0.0623839548557758,2604,20,32,115,242,434
678,1190p065,119.036312849162,6.5,0.0624451089910425,2424,10,18,109,225,389
679,1191m765,119.1176470588235,-76.5,0.0617943120007969,3212,12,31,109,225,382
680,1191p317,119.1693811074919,31.75,0.0623221820349845,2296,11,26,94,180,319
681,1193m007,119.375,-0.75,0.0624945958979727,1470,23,45,121,240,399
682,1196p165,119.6960926193922,16.5,0.0624411777738821,3127,13,31,110,264,462
683,1198p225,119.8648648648649,22.5,0.0624242432176639,2800,11,33,102,216,387
684,1208p100,120.8028169014084,10.0,0.0624173432824133,2925,10,13,83,197,382
685,1210m790,121.0791366906475,-79.0,0.0617726473422354,5114,11,18,144,302,531
686,1211p282,121.1811023622047,28.25,0.0624252783839238,3348,10,24,133,288,516
687,1214p225,121.4864864864865,22.5,0.0624242432176404,2740,13,22,117,252,418
688,1216p055,121.6317991631799,5.5,0.0624725151931946,2357,14,23,97,212,341
689,1221m010,122.125,-1.0,0.0624904313751817,2851,26,47,131,285,469
690,1227m805,122.7272727272727,-80.5,0.0613812923303187,3585,10,19,107,247,407
691,1228p007,122.875,0.75,0.0624945958979791,3430,14,45,165,340,596
692,1228p190,122.8592375366569,19.0,0.0623875398086213,2661,15,22,88,197,353
693,1235p102,123.5119887165021,10.25,0.0624566943109387,2951,11,21,107,244,420
694,1235p247,123.5267175572519,24.75,0.0623914662653973,2345,20,35,134,283,452
694,1238p247,123.8015267175573,24.75,0.0623914662653973,2488,15,29,118,248,438
695,1239p107,123.9406779661017,10.75,0.0624438316762404,3533,13,30,116,235,399
696,1240p117,124.0368271954674,11.75,0.0624036987429003,2836,50,91,172,306,535
696,1242p117,124.2917847025496,11.75,0.0624036987429066,2577,33,51,105,247,429
697,1241p092,124.1772151898734,9.25,0.0624680749114757,1953,13,29,96,190,316
698,1246m030,124.625,-3.0,0.0624142964104641,2357,11,26,108,251,437
699,1248p027,124.875,2.75,0.0624279746327621,2874,14,27,106,222,382
699,1251p027,125.125,2.75,0.0624279746327557,2639,15,27,109,204,373
700,1250m065,125.0698324022346,-6.5,0.0624451089910172,2156,12,21,115,228,402
701,1251p252,125.1993865030675,25.25,0.0624240019306948,2837,11,24,148,270,426
702,1253m762,125.3757225433526,-76.25,0.0618257610978135,3000,12,23,97,227,419
703,1254p050,125.4735376044568,5.0,0.0624355513267776,1963,23,43,107,244,411
704,1255p150,125.5603448275862,15.0,0.0624520512960108,2439,17,36,122,245,435
705,1255p172,125.5297532656023,17.25,0.0623742574875191,2933,19,37,138,297,500
706,1257p335,125.7308970099668,33.5,0.0623336083480426,2736,22,41,132,265,478
707,1259p107,125.9745762711864,10.75,0.0624438316762654,2415,11,21,89,185,359
708,1261m057,126.1506276150628,-5.75,0.0624456733661612,2530,10,23,122,262,447
709,1264m047,126.4763231197772,-4.75,0.0624587911388025,2646,26,39,98,220,402
709,1264m050,126.4763231197772,-5.0,0.0624355513267776,2599,19,28,101,242,435
710,1264p275,126.421875,27.5,0.062367899732947,2313,10,17,86,190,327
711,1265p152,126.5948275862069,15.25,0.0623784412815479,2671,10,22,101,222,395
712,1270p117,127.0963172804533,11.75,0.0624036987428816,2773,16,26,95,226,388
713,1273m062,127.3324022346369,-6.25,0.0624755582888711,1867,28,50,114,213,331
713,1275m062,127.5837988826816,-6.25,0.0624755582888774,2216,24,38,91,196,336
713,1273m065,127.3324022346369,-6.5,0.0624451089910172,2591,10,23,100,218,388
714,1275m835,127.5,-83.5,0.0606445306964545,4633,18,40,148,284,498
715,1277p145,127.7793696275072,14.5,0.0624163456399981,2797,16,29,122,243,441
716,1278p182,127.8394160583942,18.25,0.0623889442005039,2405,13,27,120,259,425
716,1279p180,127.9154518950437,18.0,0.0623870397712811,1628,10,16,74,146,260
717,1281p085,128.1206171107994,8.5,0.0624203065161844,2972,10,31,123,233,398
718,1284m060,128.4100418410042,-6.0,0.0624176426635769,2410,14,21,70,155,298
719,1284m780,128.4868421052632,-78.0,0.0615527543743634,4100,10,19,95,202,374
720,1286p262,128.6707882534776,26.25,0.0623790438222364,2984,16,31,164,331,550
721,1291p132,129.1025641025641,13.25,0.0623960568143473,2976,14,31,96,239,433
722,1301p330,130.1652892561983,33.0,0.0623804059821929,2732,15,38,137,318,542
723,1303p022,130.375,2.25,0.0624517652236189,3587,12,34,106,245,437
724,1304p162,130.4479768786127,16.25,0.0624309381157989,3262,10,26,98,222,361
725,1308p205,130.8,20.5,0.0624447630806783,3086,10,28,103,263,447
726,1313p307,131.3709677419355,30.75,0.0623762223210156,2368,11,21,111,242,428
727,1315m107,131.5677966101695,-10.75,0.0624438316762341,1218,22,39,105,205,317
728,1316p015,131.625,1.5,0.0624785332483118,4378,38,68,174,345,581
728,1316p017,131.625,1.75,0.0624707998707686,4113,20,44,224,408,634
729,1320p125,132.0596590909091,12.5,0.0624052350415076,3746,10,21,80,162,292
730,1321p020,132.125,2.0,0.0624618771392459,3275,11,23,138,266,431
731,1330m035,133.0598052851182,-3.5,0.0624701394968163,2700,18,34,100,225,412
732,1330p282,133.0866141732284,28.25,0.0624252783839014,2225,14,29,66,191,364
733,1333p030,133.375,3.0,0.0624142964104577,4163,12,17,81,198,355
734,1335p305,133.5530546623794,30.5,0.0623364653729796,2458,18,32,142,260,435
735,1338p172,133.8896952104499,17.25,0.0623742574875191,2705,30,60,123,254,448
736,1342p197,134.2709867452135,19.75,0.0623753859927254,3267,15,30,127,256,453
736,1342p200,134.2035398230088,20.0,0.0623689297799872,2564,14,27,84,179,310
737,1343m032,134.3115438108484,-3.25,0.0624862163215031,2900,14,35,126,268,445
738,1343p107,134.364406779661,10.75,0.0624438316762466,3040,13,24,75,198,368
738,1346p110,134.6186440677966,11.0,0.0623915087763527,3090,15,24,83,208,403
739,1344m780,134.4078947368421,-78.0,0.0615527543743674,2696,11,24,91,207,408
740,1344p332,134.4776119402985,33.25,0.0624093651077051,2530,14,31,141,313,502
741,1345p230,134.5933734939759,23.0,0.0623835625689455,3296,12,19,100,217,406
742,1347p180,134.7376093294461,18.0,0.0623870397712629,3103,11,22,119,239,401
743,1348p017,134.875,1.75,0.0624707998707686,3818,13,28,95,229,395
744,1351p245,135.1371951219512,24.5,0.0624210742473128,3395,11,28,110,218,371
745,1353m025,135.375,-2.5,0.0624404643164047,4166,11,21,108,220,366
746,1360p210,136.0029717682021,21.0,0.0624236045557619,3171,13,22,73,205,419
747,1360p292,136.0731319554849,29.25,0.0624201735651765,2059,11,25,96,215,377
748,1363p225,136.3513513513514,22.5,0.0624242432176404,2862,10,19,94,234,409
749,1365p072,136.5734265734266,7.25,0.062433828424691,2946,10,19,92,202,338
750,1368p062,136.8854748603352,6.25,0.0624755582888458,3635,14,36,138,289,537
751,1370p132,137.051282051282,13.25,0.0623960568143535,3098,32,66,187,377,627
752,1371p140,137.1244635193133,14.0,0.0624653405514009,2916,11,25,100,228,406
753,1373p252,137.3466257668712,25.25,0.0624240019306661,3033,17,42,140,296,493
753,1376p252,137.6226993865031,25.25,0.0624240019306718,2965,18,38,149,293,479
754,1374p177,137.4235807860262,17.75,0.0623839548558061,3352,12,22,122,272,478
755,1377m162,137.7312138728324,-16.25,0.0624309381157928,2741,14,34,91,207,347
756,1379m780,137.9605263157895,-78.0,0.0615527543743674,2015,10,20,108,210,356
757,1379p310,137.9126213592233,31.0,0.0624150451990426,2376,13,25,100,201,355
758,1388m040,138.8178025034771,-4.0,0.0624344181520391,4323,10,18,111,253,438
759,1393p005,139.375,0.5,0.0624975706137482,4676,12,25,89,210,384
760,1396m065,139.6508379888268,-6.5,0.0624451089910425,3627,10,19,106,263,465
761,1402p122,140.2414772727273,12.25,0.0624650069691135,2366,12,35,97,201,383
762,1407p077,140.7983193277311,7.75,0.0624494818083187,3450,17,31,110,274,517
763,1410p177,141.0917030567686,17.75,0.0623839548558303,3841,10,21,118,244,451
764,1411m067,141.159217877095,-6.75,0.0624134708283075,4775,15,26,121,275,460
765,1416m015,141.625,-1.5,0.0624785332483181,3491,11,21,73,175,303
766,1420m077,142.0588235294118,-7.75,0.0624494818082935,3213,12,32,129,286,520
767,1427m185,142.7631578947368,-18.5,0.0623896646661567,3128,11,19,113,233,370
768,1427p160,142.7272727272727,16.0,0.0624195411294894,2476,11,22,111,251,433
769,1427p230,142.7259036144578,23.0,0.0623835625689455,2475,16,29,144,267,416
769,1429p230,142.9969879518072,23.0,0.0623835625689513,2056,18,28,117,236,387
770,1427p250,142.7064220183486,25.0,0.0623605780792987,3780,10,29,159,314,538
771,1429p112,142.956152758133,11.25,0.0624261705894207,2540,10,19,99,216,406
772,1437m147,143.7159253945481,-14.75,0.0624347671881787,2353,11,34,88,187,323
772,1439m147,143.974175035868,-14.75,0.0624347671881602,2560,14,35,93,204,374
773,1437p082,143.7727910238429,8.25,0.0624604166605221,3525,14,25,117,248,424
774,1442p312,144.2625607779579,31.25,0.0623517077183013,2575,17,38,160,299,486
775,1447m190,144.7653958944281,-19.0,0.0623875398085912,2516,10,22,81,188,358
776,1447p085,144.7826086956522,8.5,0.0624203065161844,2691,11,24,142,262,424
777,1454p312,145.4294975688817,31.25,0.0623517077183285,2478,14,32,142,296,520
778,1458p140,145.8798283261802,14.0,0.0624653405514009,2416,26,45,121,249,446
779,1462m220,146.2331838565023,-22.0,0.0623665775149461,3345,34,62,129,261,484
780,1462m240,146.2670713201821,-24.0,0.0623816585474283,2845,13,28,112,277,460
780,1463m237,146.3181818181818,-23.75,0.062407551342693,3364,11,17,120,278,465
781,1463p102,146.361071932299,10.25,0.0624566943109387,3544,13,36,156,320,558
782,1466m175,146.6424418604651,-17.5,0.0623796929338899,2911,17,30,100,234,416
783,1467m060,146.7364016736402,-6.0,0.0624176426635452,3670,11,17,104,213,384
784,1467m865,146.7391304347826,-86.5,0.0597213499956038,4914,11,28,156,306,468
785,1467p112,146.7751060820368,11.25,0.0624261705893895,1889,15,26,86,184,293
785,1469p115,146.9830028328612,11.5,0.062459740406845,1821,72,104,137,247,348
785,1467p115,146.728045325779,11.5,0.062459740406845,1969,71,100,153,248,379
786,1467p132,146.7948717948718,13.25,0.0623960568143473,1801,14,27,67,145,242
786,1470p132,147.051282051282,13.25,0.0623960568143473,2423,74,121,163,278,456
787,1469p327,146.9357495881384,32.75,0.0623504539712311,2687,14,24,116,220,366
788,1476m230,147.605421686747,-23.0,0.0623835625689513,2456,19,34,105,214,370
788,1478m230,147.8765060240964,-23.0,0.0623835625689396,2361,15,31,103,219,383
789,1477p312,147.7633711507293,31.25,0.0623517077183013,2929,11,25,121,246,431
790,1478p130,147.8205128205128,13.0,0.0624595699899122,2422,12,22,82,190,360
791,1482m237,148.2272727272727,-23.75,0.0624075513427163,4385,12,24,102,267,475
792,1483m180,148.3819241982507,-18.0,0.0623870397712871,2487,11,24,118,236,409
793,1484m260,148.4722222222222,-26.0,0.0624162037019837,4791,13,27,98,212,362
794,1484p060,148.4937238493724,6.0,0.0624176426635706,6326,11,22,120,247,439
795,1487m862,148.7755102040816,-86.25,0.0600640506252911,4792,12,20,143,285,448
796,1487p052,148.7883008356546,5.25,0.0624111228318545,6370,14,24,113,244,440
797,1488m002,148.875,-0.25,0.0624993554658676,4592,14,28,126,279,457
798,1496p105,149.6614950634697,10.5,0.062406820508881,3001,11,23,108,261,477
799,1501m030,150.125,-3.0,0.0624142964104577,4305,11,28,95,212,382
799,1503m032,150.3337969401947,-3.25,0.0624862163214776,5022,12,24,112,260,470
800,1504m237,150.4090909090909,-23.75,0.0624075513426872,7178,13,32,106,227,425
801,1507p267,150.7919254658385,26.75,0.0623975474790636,3018,14,24,72,201,346
802,1510m095,151.0126582278481,-9.5,0.0624230898191174,2023,10,15,81,196,316
803,1510p120,151.0212765957447,12.0,0.0624349037102856,2751,10,22,127,263,456
804,1513m035,151.3351877607789,-3.5,0.0624701394968417,6931,11,25,119,272,476
805,1517m165,151.7366136034732,-16.5,0.0624411777738821,3086,13,22,132,274,442
806,1518p010,151.875,1.0,0.0624904313751817,6518,21,39,177,374,645
807,1519p100,151.9859154929578,10.0,0.0624173432824133,2319,13,35,135,266,466
808,1521p172,152.1770682148041,17.25,0.0623742574875131,2814,10,21,81,176,341
808,1521p175,152.1366279069767,17.5,0.0623796929339081,2566,13,27,104,205,365
809,1522m300,152.208,-30.0,0.0623537796087897,5653,10,17,110,285,482
810,1523m135,152.3965763195435,-13.5,0.0624202734762758,2419,16,28,103,220,372
811,1523p250,152.3394495412844,25.0,0.062360578079316,2599,10,21,91,195,337
812,1524m147,152.4964131994261,-14.75,0.0624347671881848,1825,12,22,86,180,333
813,1524m862,152.4489795918367,-86.25,0.0600640506252915,4414,15,34,148,264,415
814,1531m840,153.1168831168831,-84.0,0.0610880144890359,4239,11,22,109,239,388
