region_id,brickname,ra,dec,area_deg2,n_gal,n_lrg_v1_pure_massive,n_lrg_v2_baseline_dr10,n_lrg_v3_color_relaxed,n_lrg_v4_mag_relaxed,n_lrg_v5_very_relaxed
1065,1997p340,199.7157190635452,34.0,0.0623857210209586,2059,11,20,105,194,349
1066,1998m275,199.828125,-27.5,0.062367899732947,2561,10,21,95,168,279
1067,2001m245,200.1676829268293,-24.5,0.0624210742473128,2720,15,34,112,239,426
1068,2006m037,200.653685674548,-3.75,0.0624528733307854,3174,25,54,192,335,533
1069,2006m275,200.671875,-27.5,0.0623678997329527,4873,10,16,125,258,443
1070,2006m480,200.6832298136646,-48.0,0.0623413113870845,3134,11,21,84,148,257
1071,2006m842,200.6756756756757,-84.25,0.0609251242715628,3196,14,24,106,239,409
1072,2007m247,200.7480916030534,-24.75,0.0623914662654031,2991,23,41,136,267,433
1073,2009m050,200.933147632312,-5.0,0.0624355513267713,2263,13,27,112,226,374
1074,2012m467,201.2727272727273,-46.75,0.0622893133443945,4834,12,24,99,208,381
1075,2012m475,201.2090163934426,-47.5,0.062298227921989,279,11,14,17,43,68
1075,2012m477,201.2962962962963,-47.75,0.0622561364873469,359,14,25,52,90,116
1076,2012m857,201.2727272727273,-85.75,0.0606341711512092,4004,13,22,137,303,490
1077,2014m350,201.4720812182741,-35.0,0.0623719335895943,3403,14,24,102,216,380
1078,2015m317,201.5472312703583,-31.75,0.0623221820349845,6243,11,18,94,207,375
1079,2016m127,201.6358463726885,-12.75,0.0624329581874123,2433,12,14,72,154,278
1080,2016m467,201.6363636363636,-46.75,0.0622893133443771,2056,12,22,87,149,214
1081,2017m415,201.7929759704251,-41.5,0.0622975613674233,3162,11,24,109,233,397
1082,2018m250,201.8807339449541,-25.0,0.0623605780793103,3075,16,28,78,160,300
1083,2018m265,201.8730650154799,-26.5,0.0623405794509646,5166,11,20,84,194,337
1084,2019m032,201.9054242002782,-3.25,0.0624862163214967,3531,13,26,104,253,440
1085,2020p312,202.0259319286872,31.25,0.0623517077183013,2507,13,22,113,227,391
1086,2022p107,202.2457627118644,10.75,0.0624438316762404,3175,10,21,106,264,507
1087,2025m847,202.5,-84.75,0.0605524937277699,5412,19,32,232,361,506
1088,2026m287,202.6424050632911,-28.75,0.0624251150474829,4833,11,26,107,233,430
1089,2027m477,202.7777777777778,-47.75,0.0622561364873298,4525,10,19,88,196,365
1090,2029m472,202.9591836734694,-47.25,0.0623387945256922,5085,12,23,92,205,372
1091,2030m062,203.0027932960894,-6.25,0.0624755582888711,2321,22,55,114,227,420
1092,2031m477,203.1481481481482,-47.75,0.062256136487364,4045,10,20,90,194,330
1093,2032m072,203.2867132867133,-7.25,0.0624338284246973,3595,127,190,274,464,688
1094,2032p315,203.2682926829268,31.5,0.0623882552178034,2848,11,23,106,222,352
1095,2037m057,203.7238493723849,-5.75,0.0624456733661801,3570,10,18,116,256,422
1096,2039m042,203.9082058414465,-4.25,0.0624147743119613,3919,10,15,97,241,399
1097,2039m225,203.9189189189189,-22.5,0.0624242432176874,2372,13,26,133,276,462
1098,2042m297,204.297124600639,-29.75,0.0624104084019654,854,14,28,71,115,157
1099,2042p245,204.2835365853659,24.5,0.0624210742473185,2347,19,38,128,259,417
1099,2043p247,204.3206106870229,24.75,0.0623914662653973,2500,14,28,96,216,371
1100,2045p135,204.5221112696148,13.5,0.0624202734763006,2840,14,28,121,264,455
1101,2046m025,204.625,-2.5,0.062440464316411,2910,12,19,111,239,360
1102,2048m307,204.8225806451613,-30.75,0.0623762223210375,6381,22,35,152,317,516
1103,2048p182,204.8321167883212,18.25,0.062388944200516,2963,11,23,107,217,376
1104,2049m400,204.9005424954792,-40.0,0.0623362976394237,2427,11,19,105,212,372
1105,2051m847,205.1470588235294,-84.75,0.060552493727771,5351,14,24,158,273,453
1106,2052m335,205.265780730897,-33.5,0.0623336083480479,2717,11,31,126,236,399
1107,2054m087,205.4073033707865,-8.75,0.0624666189454516,3167,21,39,127,242,428
1108,2055m195,205.5441176470588,-19.5,0.0623806374254983,2045,12,22,65,144,275
1109,2056p232,205.6561085972851,23.25,0.0623613448842855,2613,11,27,114,253,453
1110,2059m042,205.9109874826147,-4.25,0.0624147743119676,4789,11,21,105,233,405
1111,2059p217,205.9253731343284,21.75,0.0623826816764155,2728,12,28,157,325,560
1112,2062p205,206.2666666666667,20.5,0.0624447630807021,2662,10,22,94,216,390
1113,2068m177,206.8558951965065,-17.75,0.0623839548558061,2502,16,36,107,226,385
1114,2069m185,206.9736842105263,-18.5,0.0623896646661628,2383,15,39,110,216,373
1115,2069m212,206.9196428571429,-21.25,0.0624111917373911,3762,17,30,133,287,486
1116,2070m282,207.0708661417323,-28.25,0.0624252783839014,1697,20,31,68,136,244
1116,2073m282,207.3543307086614,-28.25,0.0624252783839238,1404,14,19,61,120,206
1116,2073m285,207.397476340694,-28.5,0.06237655946112,2606,17,31,90,204,337
1116,2071m285,207.1135646687697,-28.5,0.0623765594611423,2004,27,41,93,169,293
1117,2071m382,207.1428571428571,-38.25,0.06232669110387,2678,10,22,103,228,406
1118,2072m867,207.2093023255814,-86.75,0.0593296143388248,3484,12,22,106,233,405
1119,2072p097,207.2535211267606,9.75,0.0624647710928175,3188,12,27,139,320,508
1120,2073m352,207.3514431239389,-35.25,0.0623919199156721,3297,10,20,104,232,396
1120,2073m355,207.3979591836735,-35.5,0.0623047096331381,3592,14,38,136,254,430
1121,2073p157,207.3631123919308,15.75,0.062406990321779,1851,10,26,95,198,350
1122,2074m365,207.4655172413793,-36.5,0.0623681552279642,3224,10,14,73,169,302
1123,2074m375,207.4869109947644,-37.5,0.0623051867233927,2802,21,42,132,251,434
1124,2074p212,207.4553571428571,21.25,0.0624111917373911,2309,15,38,127,236,431
1125,2075m132,207.5641025641026,-13.25,0.0623960568143287,3495,10,27,141,306,547
1126,2079m037,207.913769123783,-3.75,0.0624528733308108,2616,24,41,116,229,424
1127,2079m370,207.96875,-37.0,0.0623933497273603,2961,28,44,146,303,513
1128,2080p100,208.0140845070422,10.0,0.0624173432824133,3221,12,25,99,235,429
1129,2081m375,208.1151832460733,-37.5,0.0623051867233877,2606,11,19,76,182,322
1130,2082m237,208.2272727272727,-23.75,0.0624075513427105,3724,11,24,99,229,409
1131,2085m370,208.59375,-37.0,0.0623933497273603,3477,11,22,107,226,393
1132,2086m287,208.623417721519,-28.75,0.0624251150474774,3226,10,13,90,198,368
1133,2087m357,208.7201365187713,-35.75,0.0623221846713176,3996,15,33,120,250,464
1134,2088m265,208.8390092879257,-26.5,0.0623405794509361,3069,13,24,116,260,477
1135,2089m095,208.9873417721519,-9.5,0.0624230898191174,3076,13,29,106,258,428
1136,2090m182,209.036496350365,-18.25,0.062388944200522,3074,10,16,79,202,365
1137,2091p275,209.109375,27.5,0.0623678997329527,2168,10,26,106,229,420
1138,2092m310,209.2718446601942,-31.0,0.0624150451990372,3505,14,30,123,257,414
1138,2095m310,209.5631067961165,-31.0,0.0624150451990208,3763,27,54,141,271,481
1139,2092m870,209.25,-87.0,0.0588779040669423,4759,11,19,118,224,366
1140,2092p065,209.2877094972067,6.5,0.0624451089910172,3140,14,33,98,219,403
1141,2092p210,209.2867756315007,21.0,0.0624236045557382,2647,12,32,107,199,364
1142,2094m400,209.4575045207957,-40.0,0.0623362976394237,4461,35,60,186,286,422
1143,2095p075,209.5804195804196,7.5,0.0623985781396942,2348,13,28,82,189,364
1144,2097m140,209.7424892703863,-14.0,0.0624653405513824,2415,12,34,102,247,435
1145,2098m327,209.8023064250412,-32.75,0.0623504539712525,3571,11,25,79,202,367
1146,2100m827,210.0,-82.75,0.0610639688832822,2923,10,27,136,259,429
1147,2100p277,210.0470219435737,27.75,0.0624207086114847,3088,11,26,142,275,455
1148,2102p315,210.2926829268293,31.5,0.0623882552178196,2472,12,22,84,200,338
1149,2109p287,210.9018987341772,28.75,0.0624251150474997,3259,11,28,102,247,399
1150,2110m355,211.0714285714286,-35.5,0.0623047096330967,3478,19,35,111,228,403
1151,2110m377,211.0507880910683,-37.75,0.0623134896549153,2649,13,27,96,195,362
1152,2110p292,211.0492845786963,29.25,0.0624201735651765,2257,10,19,102,207,345
1153,2111m195,211.1029411764706,-19.5,0.0623806374255283,2940,10,25,116,242,434
1154,2113m355,211.3775510204082,-35.5,0.0623047096331381,3259,25,42,117,231,386
1155,2114p170,211.4804063860668,17.0,0.0624581710896398,2509,17,31,112,224,397
1156,2115m142,211.5450643776824,-14.25,0.0623967901828741,2318,10,19,114,227,350
1156,2118m142,211.8025751072961,-14.25,0.0623967901828802,2440,10,20,89,202,365
1157,2117m175,211.7877906976744,-17.5,0.0623796929338717,2782,10,17,94,220,374
1158,2120m270,212.0528771384137,-27.0,0.0623565502051773,2935,11,15,74,160,279
1159,2121m192,212.1145374449339,-19.25,0.0623846875421659,2580,10,19,90,204,365
1160,2121m327,212.1746293245469,-32.75,0.0623504539712311,3301,11,23,94,219,398
1161,2121p242,212.1428571428571,24.25,0.0623544975888957,2556,13,31,111,215,361
1162,2122m090,212.2331460674157,-9.0,0.0624240731305113,2907,10,18,93,215,363
1163,2123m307,212.3709677419355,-30.75,0.0623762223210156,3509,10,22,108,203,352
1164,2126m132,212.6923076923077,-13.25,0.0623960568143411,3370,21,39,124,280,483
1165,2126m162,212.6445086705202,-16.25,0.0624309381157928,2053,10,21,87,205,360
1166,2126m392,212.6833631484794,-39.25,0.0623392510553737,3344,12,27,120,258,424
1167,2128m077,212.8991596638655,-7.75,0.0624494818082998,3246,15,30,112,226,416
1168,2128m105,212.8772919605078,-10.5,0.062406820508881,3051,11,38,128,294,521
1169,2128m287,212.8955696202532,-28.75,0.0624251150474885,2592,15,27,97,224,416
1169,2129m290,212.9477020602219,-29.0,0.062373780665093,3014,22,46,152,298,519
1170,2129p322,212.9016393442623,32.25,0.0623897078466287,2343,12,16,91,189,367
1171,2132m272,213.2761310452418,-27.25,0.0624114502828429,2759,10,22,107,217,343
1172,2133m140,213.3476394849785,-14.0,0.0624653405514009,2902,12,23,106,229,389
1173,2134m132,213.4615384615385,-13.25,0.0623960568143473,2701,12,30,96,215,391
1174,2136p032,213.6717663421419,3.25,0.0624862163214776,2634,17,34,94,207,366
1175,2137m322,213.7868852459016,-32.25,0.0623897078466448,3375,15,26,95,250,467
1176,2137p195,213.75,19.5,0.0623806374255223,2198,21,34,115,227,379
1176,2137p197,213.79970544919,19.75,0.0623753859927194,2987,16,37,165,315,507
1176,2140p195,214.0147058823529,19.5,0.0623806374255043,2221,14,21,139,252,381
1177,2138m122,213.8778409090909,-12.25,0.0624650069691197,2099,11,24,96,184,304
1178,2141m042,214.1724617524339,-4.25,0.0624147743119105,2961,11,22,95,200,348
1179,2141p187,214.1288433382138,18.75,0.062389197693107,3506,18,31,139,238,369
1180,2142m165,214.2547033285094,-16.5,0.0624411777738821,2524,15,38,121,240,430
1181,2143p072,214.3636363636364,7.25,0.0624338284246847,2849,11,28,114,212,386
1182,2144m147,214.4763271162123,-14.75,0.0624347671881664,2535,16,41,156,330,538
1183,2144p132,214.4871794871795,13.25,0.0623960568143287,2820,15,45,139,284,498
1184,2147m367,214.7231833910035,-36.75,0.0623813027136024,3358,18,37,131,264,414
1185,2148p195,214.8088235294118,19.5,0.0623806374255043,2643,10,26,99,231,402
1186,2149m315,214.9756097560976,-31.5,0.0623882552177979,2825,18,29,77,165,314
1187,2152p192,215.2863436123348,19.25,0.0623846875421178,2514,13,30,99,203,374
1188,2153p295,215.3980891719745,29.5,0.0623662026240703,2558,16,25,115,230,381
1188,2156p295,215.6847133757962,29.5,0.0623662026240426,2818,11,25,121,267,457
1188,2156p292,215.6279809220986,29.25,0.0624201735651654,2514,16,28,109,237,397
1189,2154p040,215.4242002781641,4.0,0.0624344181520074,2999,15,26,103,268,497
1190,2157m390,215.7754010695187,-39.0,0.0623378618957579,3246,15,26,129,262,435
1191,2158p257,215.8615384615385,25.75,0.0623559824876718,1616,21,34,77,161,287
1191,2161p257,216.1384615384615,25.75,0.0623559824876718,1495,36,69,104,196,321
1191,2160p255,216.0829493087558,25.5,0.0623906383653492,2070,15,35,141,276,451
1192,2160m390,216.096256684492,-39.0,0.0623378618957382,3320,12,25,128,278,452
1193,2161m125,216.1789772727273,-12.5,0.0624052350414952,3571,11,19,117,285,513
1194,2161m217,216.134328358209,-21.75,0.0623826816764155,2584,10,16,88,213,404
1195,2161p275,216.140625,27.5,0.0623678997329527,2634,11,19,104,222,394
1196,2162m360,216.2157534246575,-36.0,0.062338588813531,3687,10,14,126,290,505
1197,2165p065,216.5782122905028,6.5,0.0624451089910425,2928,10,18,140,320,534
1198,2167p047,216.7270194986072,4.75,0.0624587911387772,2789,40,68,114,244,423
1199,2170m057,217.0292887029289,-5.75,0.0624456733662118,2908,11,26,90,197,367
1200,2170m330,217.0413223140496,-33.0,0.0623804059821929,2952,10,21,88,230,408
1201,2170p057,217.0292887029289,5.75,0.0624456733662118,3009,16,37,161,353,592
1202,2171p037,217.1766342141864,3.75,0.0624528733307346,4935,17,43,141,305,541
1203,2171p072,217.1328671328671,7.25,0.0624338284246594,2892,23,37,105,236,432
1204,2172m387,217.246891651865,-38.75,0.0623352999988845,2420,11,23,104,257,461
1204,2173m390,217.379679144385,-39.0,0.0623378618957382,2159,15,29,101,215,380
1205,2172p207,217.2551928783383,20.75,0.0624347938487148,3234,14,33,142,290,457
1206,2172p257,217.2461538461538,25.75,0.0623559824876603,2271,17,32,108,223,404
1207,2174p195,217.4558823529412,19.5,0.0623806374255043,2960,12,19,96,199,326
1208,2175m300,217.584,-30.0,0.0623537796087842,2618,20,35,104,250,433
1208,2178m300,217.872,-30.0,0.0623537796087897,2101,13,27,92,183,306
1208,2177m302,217.7046548956661,-30.25,0.0623957735113387,2943,16,36,133,274,435
1209,2176m215,217.6900149031297,-21.5,0.0623975519310745,2621,10,19,126,263,455
1210,2179p302,217.9935794542536,30.25,0.0623957735113387,2056,13,30,92,193,312
1211,2180m385,218.070796460177,-38.5,0.0623315736660858,2355,14,38,147,293,465
1212,2185m317,218.5504885993485,-31.75,0.0623221820349845,3606,15,32,111,254,449
1213,2191m115,219.1359773371105,-11.5,0.0624597404067951,4761,12,23,100,216,388
1214,2192p045,219.2339832869081,4.5,0.062480841825477,2928,11,26,95,227,414
1215,2192p267,219.2701863354037,26.75,0.0623975474790863,2612,18,48,144,277,465
1216,2194p035,219.4297635605007,3.5,0.0624701394968226,3119,24,45,118,236,413
1217,2195p182,219.5474452554745,18.25,0.0623889442004979,2390,10,22,71,180,323
1218,2197p325,219.7536945812808,32.5,0.0623195155250226,2208,48,90,175,320,516
1218,2200p325,220.0492610837438,32.5,0.0623195155250119,2519,11,21,90,216,379
1219,2199m177,219.9563318777293,-17.75,0.0623839548558,2643,14,22,118,228,376
1219,2202m177,220.2183406113537,-17.75,0.0623839548558243,3195,18,29,146,282,448
1220,2200m140,220.0429184549356,-14.0,0.0624653405514009,2878,12,25,93,209,375
1221,2201m252,220.1687116564417,-25.25,0.0624240019306948,2354,12,25,94,203,400
1222,2202p315,220.2439024390244,31.5,0.0623882552177762,2614,43,87,161,318,514
1223,2203m290,220.364500792393,-29.0,0.0623737806650874,2794,17,28,107,232,376
1224,2208p265,220.8204334365325,26.5,0.0623405794509646,1224,23,36,68,138,240
1225,2211m250,221.1467889908257,-25.0,0.0623605780792872,2968,11,21,125,235,476
1226,2213m015,221.375,-1.5,0.0624785332483181,4382,14,27,112,239,399
1227,2213p327,221.3673805601318,32.75,0.0623504539712311,2419,15,28,121,248,465
1228,2215p150,221.5086206896552,15.0,0.062452051296017,2028,19,35,89,199,326
1228,2215p152,221.5086206896552,15.25,0.0623784412815479,1543,13,29,82,175,272
1229,2216m212,221.6517857142857,-21.25,0.0624111917373911,2320,14,31,131,240,424
1230,2216p072,221.6643356643357,7.25,0.0624338284246847,3045,12,23,91,212,405
1231,2220m365,222.051724137931,-36.5,0.0623681552279795,2395,10,25,92,205,340
1231,2221m367,222.19723183391,-36.75,0.0623813027136075,2498,13,28,90,221,366
1232,2221m002,222.125,-0.25,0.0624993554658676,4649,12,18,90,210,386
1233,2221m025,222.125,-2.5,0.0624404643164047,5882,12,26,93,215,413
1234,2221p010,222.125,1.0,0.0624904313751754,4928,11,18,99,231,409
1235,2223m057,222.3012552301255,-5.75,0.0624456733661865,4711,13,22,132,256,436
1236,2223p015,222.375,1.5,0.0624785332483181,5191,11,21,113,241,414
1237,2224p037,222.4339360222531,3.75,0.0624528733307854,3990,11,20,99,251,459
1238,2228p190,222.8885630498534,19.0,0.0623875398085912,2250,11,24,100,220,374
1239,2228p235,222.8895612708018,23.5,0.0624321794413401,2326,10,16,76,158,290
1240,2233p022,223.375,2.25,0.0624517652236253,4496,19,33,95,219,400
1241,2234m245,223.4908536585366,-24.5,0.0624210742473128,2588,15,32,126,241,414
1242,2235m827,223.5483870967742,-82.75,0.0610639688832758,1718,22,39,127,252,408
1243,2236m847,223.6764705882353,-84.75,0.0605524937277734,3365,11,20,103,218,379
1244,2237m220,223.7219730941704,-22.0,0.062366577514952,2921,32,58,154,300,487
1244,2239m220,223.9910313901345,-22.0,0.0623665775149461,2635,11,25,91,203,372
1245,2242m115,224.2351274787536,-11.5,0.0624597404068263,3075,14,20,81,190,358
1246,2243m125,224.3607954545455,-12.5,0.0624052350415263,2121,21,39,78,175,310
1246,2246m125,224.6164772727273,-12.5,0.0624052350414952,2256,10,14,75,171,288
1247,2245m272,224.5085803432137,-27.25,0.0624114502828429,2580,12,20,110,217,396
1248,2246m005,224.625,-0.5,0.0624975706137546,2469,15,26,120,240,416
1249,2246m197,224.6686303387334,-19.75,0.0623753859927314,2627,10,27,102,266,485
1250,2250p045,225.0,4.5,0.0624808418254516,3266,12,24,96,212,368
1251,2250p077,225.0,7.75,0.0624494818083187,2862,11,21,99,204,388
1252,2251m030,225.125,-3.0,0.0624142964104641,5169,11,24,136,278,492
1252,2253m027,225.375,-2.75,0.0624279746327557,3216,22,45,155,314,527
1253,2252m345,225.2268907563025,-34.5,0.0623288219645047,3252,20,33,106,241,446
1254,2253p000,225.375,0.0,0.0624999504203497,3390,15,28,104,260,447
1255,2254m187,225.4612005856515,-18.75,0.062389197693101,2250,12,31,93,205,337
1256,2255p250,225.5504587155963,25.0,0.0623605780792987,2282,13,31,122,252,483
1257,2255p315,225.5121951219512,31.5,0.0623882552177817,2598,10,20,82,189,354
1257,2255p317,225.586319218241,31.75,0.0623221820349575,1837,25,52,113,237,392
1258,2259m075,225.9440559440559,-7.5,0.0623985781396627,3029,13,32,147,297,478
1259,2259m252,225.9662576687116,-25.25,0.0624240019306948,402,13,23,47,79,121
1260,2260p270,226.049766718507,27.0,0.0623565502051263,1993,16,37,116,243,438
1261,2262m080,226.2605042016807,-8.0,0.0624118035622431,3729,21,49,174,335,545
1262,2262m312,226.2398703403566,-31.25,0.0623517077183013,2499,10,22,73,160,298
1263,2262p197,226.259204712813,19.75,0.0623753859927194,2472,10,13,75,177,303
1264,2263m262,226.3214837712519,-26.25,0.0623790438222364,3233,10,17,110,228,358
1265,2265p260,226.5277777777778,26.0,0.0624162037019837,2406,11,20,75,179,355
1266,2268m090,226.8960674157303,-9.0,0.0624240731305302,3083,10,22,110,253,437
1267,2268m147,226.8723098995696,-14.75,0.0624347671881848,2139,12,20,84,198,372
1268,2268p090,226.8960674157303,9.0,0.0624240731305302,2390,12,26,95,221,396
1269,2270p222,227.0914542728636,22.25,0.0624427131056122,2870,14,26,93,208,378
1270,2271m010,227.125,-1.0,0.0624904313751817,5266,14,39,147,301,513
1271,2272m265,227.2291021671827,-26.5,0.0623405794509532,2609,21,38,140,274,461
1272,2272p095,227.2151898734177,9.5,0.0624230898191174,3139,18,34,116,222,371
1273,2273m132,227.3076923076923,-13.25,0.0623960568143411,3470,11,27,137,285,503
1274,2276m200,227.6548672566372,-20.0,0.0623689297799932,2257,10,15,82,168,280
1275,2278m060,227.8242677824268,-6.0,0.0624176426635642,2925,34,58,121,235,399
1276,2279p190,227.9032258064516,19.0,0.0623875398085912,1848,11,26,90,184,302
1276,2281p190,228.1671554252199,19.0,0.0623875398086213,2257,18,31,87,173,291
1277,2279p222,227.9010494752624,22.25,0.0624427131056063,2616,20,32,120,258,436
1277,2281p222,228.1709145427286,22.25,0.0624427131056299,2671,14,20,99,233,383
1278,2280p145,228.0945558739255,14.5,0.0624163456399735,2943,14,29,107,224,383
1279,2285m142,228.5407725321888,-14.25,0.0623967901829234,1579,11,26,96,188,326
1280,2285m262,228.5471406491499,-26.25,0.0623790438222364,2379,10,23,97,237,411
1281,2285p317,228.5179153094463,31.75,0.0623221820349899,2215,16,33,113,235,406
1282,2286p212,228.6160714285714,21.25,0.0624111917373674,2602,16,34,147,292,487
1283,2288m025,228.875,-2.5,0.062440464316411,2339,13,21,104,203,364
1284,2289m237,228.9545454545455,-23.75,0.0624075513426872,2513,10,23,94,210,374
1285,2294p205,229.4666666666667,20.5,0.0624447630806842,2738,10,19,111,228,414
1286,2295m100,229.5633802816901,-10.0,0.0624173432824321,2606,11,25,118,270,463
1287,2295m280,229.5918367346939,-28.0,0.062374584238245,2037,18,34,121,254,400
1288,2296m005,229.625,-0.5,0.0624975706137482,6814,11,22,87,218,406
1289,2296p085,229.6072931276297,8.5,0.0624203065161844,2816,11,21,139,274,474
1290,2297m332,229.7014925373134,-33.25,0.0624093651077317,2781,12,17,110,217,350
1291,2298m105,229.8871650211566,-10.5,0.0624068205088622,2381,10,19,82,187,333
1291,2299m107,229.9576271186441,-10.75,0.0624438316762341,2132,11,22,84,172,299
1292,2300m295,230.015923566879,-29.5,0.0623662026240482,2476,11,19,111,221,354
1293,2302m287,230.2689873417721,-28.75,0.0624251150474774,2625,13,29,92,214,349
1294,2302m300,230.256,-30.0,0.0623537796087897,3053,12,25,125,231,363
1294,2304m302,230.4173354735152,-30.25,0.0623957735113497,3299,14,23,121,259,438
1295,2302m332,230.2985074626866,-33.25,0.0624093651077211,3012,10,21,106,204,329
1296,2302p215,230.2980625931446,21.5,0.0623975519310804,2759,19,36,193,366,575
1297,2303m325,230.3940886699507,-32.5,0.0623195155250333,2720,11,24,96,202,333
1297,2306m322,230.6065573770492,-32.25,0.0623897078465964,1892,21,47,135,268,423
1298,2303p142,230.343347639485,14.25,0.0623967901828987,2747,19,29,90,217,383
1299,2303p312,230.3241491085899,31.25,0.0623517077182959,2143,18,37,100,206,371
1299,2304p315,230.4878048780488,31.5,0.0623882552177817,2506,11,28,104,233,389
1300,2304m187,230.4685212298682,-18.75,0.0623891976930829,2029,17,36,88,193,353
1301,2306m240,230.6676783004552,-24.0,0.0623816585474458,2837,14,21,123,260,466
1302,2307m292,230.7949125596184,-29.25,0.0624201735651543,2896,16,34,138,266,460
1303,2308m030,230.875,-3.0,0.0624142964104577,2042,10,17,87,181,301
1304,2308m152,230.8189655172414,-15.25,0.0623784412815724,2225,10,24,100,208,350
1305,2308p020,230.875,2.0,0.0624618771392459,5278,17,33,147,315,557
1306,2309p090,230.941011235955,9.0,0.0624240731305364,3170,11,28,147,331,525
1307,2310m227,231.0225563909775,-22.75,0.062404527526371,2979,36,64,145,269,447
1307,2310m230,231.0993975903614,-23.0,0.0623835625689396,2592,50,80,141,281,462
1308,2311m022,231.125,-2.25,0.0624517652236316,2876,13,25,103,220,379
1308,2313m022,231.375,-2.25,0.0624517652236189,3542,12,25,93,235,407
1309,2313m182,231.3722627737226,-18.25,0.0623889442004979,2791,12,20,85,248,430
1310,2314p155,231.4100719424461,15.5,0.0623932892018985,2235,23,45,167,319,513
1311,2315p100,231.5915492957747,10.0,0.0624173432824196,3726,16,37,188,376,610
1312,2318m057,231.8410041841004,-5.75,0.0624456733661612,1954,11,25,122,238,405
1313,2318m150,231.8534482758621,-15.0,0.0624520512960415,2484,20,31,152,277,485
1314,2318p250,231.8807339449541,25.0,0.0623605780793103,1882,11,22,89,190,328
1315,2319m287,231.9778481012658,-28.75,0.0624251150474774,3429,10,18,126,240,378
1316,2320p195,232.0147058823529,19.5,0.0623806374255103,2038,25,44,107,211,335
1317,2321p037,232.1974965229485,3.75,0.0624528733307283,3234,18,38,118,245,409
1318,2323p255,232.3963133640553,25.5,0.0623906383653664,2603,12,24,106,242,403
1319,2326m042,232.6981919332406,-4.25,0.0624147743119486,2365,12,26,90,188,357
1320,2327m052,232.7715877437326,-5.25,0.0624111228318545,2960,17,34,138,301,521
1321,2329p070,232.993006993007,7.0,0.0624678900595771,3378,11,24,101,241,402
1322,2330m237,233.0454545454545,-23.75,0.062407551342693,1708,11,25,77,175,303
1323,2331m017,233.125,-1.75,0.0624707998707686,2099,18,33,132,258,436
1324,2331p035,233.1988873435327,3.5,0.062470139496829,4982,17,29,115,239,389
1324,2331p037,233.1988873435327,3.75,0.0624528733307664,4092,26,36,108,238,437
1325,2332m272,233.213728549142,-27.25,0.0624114502828486,2851,34,45,108,216,370
1326,2333m257,233.3076923076923,-25.75,0.0623559824876489,2201,10,26,83,197,351
1327,2333p160,233.3766233766234,16.0,0.0624195411295077,2782,10,23,115,286,545
1328,2334m152,233.4051724137931,-15.25,0.0623784412815233,2537,16,33,113,245,421
1329,2339m240,233.9453717754173,-24.0,0.0623816585474225,1856,15,28,96,202,330
1330,2339p150,233.9224137931035,15.0,0.0624520512960047,2057,12,25,94,173,277
1330,2341p152,234.1810344827586,15.25,0.0623784412815724,2142,32,59,135,267,413
1330,2341p150,234.1810344827586,15.0,0.0624520512960415,1587,17,37,99,190,326
1331,2341m027,234.125,-2.75,0.0624279746327557,1280,12,21,68,144,238
1332,2341m060,234.1004184100418,-6.0,0.0624176426635832,2261,10,22,95,204,348
1333,2341m085,234.1514726507714,-8.5,0.0624203065161844,2384,11,16,83,184,343
1334,2341m280,234.1130298273155,-28.0,0.0623745842382562,2517,10,20,107,205,354
1335,2341p100,234.1267605633803,10.0,0.0624173432824446,3461,10,21,119,267,495
1336,2341p112,234.1018387553041,11.25,0.0624261705894144,2628,13,28,111,215,402
1337,2342p325,234.2364532019704,32.5,0.0623195155250441,2491,11,31,118,251,427
1338,2344m162,234.4942196531792,-16.25,0.0624309381157989,2349,11,21,93,214,409
1339,2344p245,234.4664634146341,24.5,0.062421074247307,1907,38,70,135,261,405
1339,2347p245,234.7408536585366,24.5,0.0624210742473185,2138,17,34,116,224,391
1340,2346m257,234.6923076923077,-25.75,0.0623559824876489,2613,11,22,100,189,309
1340,2348m260,234.8611111111111,-26.0,0.0624162037020123,2106,10,15,59,130,218
1341,2347p035,234.7009735744089,3.5,0.0624701394968163,5296,12,26,124,279,483
1342,2347p105,234.7108603667137,10.5,0.0624068205088497,2868,15,26,94,215,360
1343,2348m252,234.8006134969325,-25.25,0.0624240019306718,2152,12,17,85,171,306
1344,2349m237,234.9545454545455,-23.75,0.0624075513426814,1798,15,21,69,162,311
1344,2352m237,235.2272727272727,-23.75,0.0624075513427163,2355,10,19,90,211,368
1345,2351m117,235.1983002832861,-11.75,0.0624036987429315,2172,10,17,78,170,309
1346,2353m825,235.3125,-82.5,0.0611841040673225,4089,13,35,110,235,415
1347,2354m040,235.452016689847,-4.0,0.0624344181520454,2564,13,24,99,232,408
1348,2355m197,235.5375552282769,-19.75,0.0623753859927254,1989,15,43,109,202,327
1349,2355p317,235.5537459283388,31.75,0.0623221820349683,2418,16,24,109,274,478
1350,2356m242,235.6686930091185,-24.25,0.0623544975888783,2984,23,40,105,227,413
1351,2357m250,235.7339449541284,-25.0,0.0623605780793333,3104,13,21,127,240,416
1352,2358m017,235.875,-1.75,0.0624707998707813,2205,54,89,147,269,459
1353,2360p080,236.0924369747899,8.0,0.0624118035621864,2699,13,21,103,220,367
1353,2361p082,236.1711079943899,8.25,0.0624604166605347,2577,14,28,97,195,321
