name,ra,dec,zlens,type,grading,ref
DESI-036.8082-28.1807,36.80825,-28.18073,0.335,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-036.8133-03.9033,36.81329,-3.9033,0.474,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-036.8326-24.1921,36.83258,-24.1921,0.405,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-036.8668-62.9975,36.86679,-62.99753,0.387,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-036.8864-33.5565,36.88642,-33.55646,0.649,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-036.9062-10.6514,36.90621,-10.65136,0.676,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-036.9177-06.5050,36.91767,-6.50499,0.6211,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-036.9297-28.4540,36.92975,-28.45404,0.793,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-036.9560-06.1539,36.956,-6.1539,0.432409,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-036.9819-53.0407,36.98188,-53.04068,0.479,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-036.9881-25.4290,36.98812,-25.42902,0.87,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.0345-04.5015,37.0345,-4.5015,0.464,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-037.0378-12.8812,37.03777,-12.88118,0.536,galaxy,confident,Huang et al. (2020) - arXiv:1906.00970 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-037.0431-16.7587,37.04312,-16.75868,0.64894444,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-037.0621-29.3949,37.06208,-29.3949,0.312,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-037.0680-29.3960,37.06796,-29.396,0.292,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-037.0909-31.0003,37.09083,-31.00032,0.854,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.1434-63.0032,37.14342,-63.00319,0.479,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.1457+09.7522,37.14567,9.75218,0.142,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.1686-04.0027,37.16858,-4.0027,0.237,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-037.1924-18.1253,37.19238,-18.12534,0.408,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.2011-04.1161,37.20108,-4.1161,0.140624,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-037.2064-01.2158,37.2064,-1.21575,0.689474,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-037.2442-17.2723,37.24421,-17.2723,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-037.2446-57.1909,37.24458,-57.19098,0.708,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-037.2547-44.3681,37.25467,-44.36814,0.716,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.2679-06.2370,37.26792,-6.23699,0.382,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.2945+03.7522,37.2945,3.7522,0.911,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-037.2961-17.2672,37.29612,-17.26722,0.568,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.3077-42.4768,37.30771,-42.47682,0.599,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.3107-26.5945,37.31067,-26.5945,0.909,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.3509+10.2791,37.35092,10.2791,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-037.3518+20.2708,37.35183,20.27081,0.345,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.3752-14.1723,37.37517,-14.17226,0.841,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.4288-12.1348,37.42883,-12.13482,0.263,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.4766+03.1089,37.47658,3.1089,0.658,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-037.4837-31.1730,37.48408,-31.17299,0.466,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730 | O'Donnell et al. (2021) - arXiv:2110.02418 | Rojas et al. (2021) - arXiv:2109.00014
DESI-037.5061-20.9108,37.50608,-20.9108,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-037.5686-42.9803,37.56862,-42.98026,0.566,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.5773+15.0014,37.57733,15.00138,0.13,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.5807+01.2828,37.58071,1.28276,0.335,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.6346-24.1463,37.63456,-24.14628,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Rojas et al. (2021) - arXiv:2109.00014
DESI-037.7027-27.0416,37.70267,-27.04159,0.33,galaxy,probable,O'Donnell et al. (2021) - arXiv:2110.02418 | Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-037.7099-17.5029,37.70992,-17.5029,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-037.7246+20.8596,37.72458,20.8596,0.653,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-037.7791-13.9887,37.77908,-13.98869,0.383,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.8182-45.3841,37.81821,-45.38407,0.338,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-037.8349-29.9792,37.83492,-29.97916,0.6,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.0192-17.6864,38.01921,-17.6864,0.452285,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-038.0264-35.4899,38.02638,-35.48987,0.55,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Li et al. (2021) - arXiv:2110.01905 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-038.0317+00.2083,38.03171,0.20833,0.752,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.0386-61.1958,38.03858,-61.19576,0.659,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.0768-44.3486,38.07675,-44.34863,0.321,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.0853-13.3383,38.08529,-13.33826,0.642,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.0929-38.1106,38.09292,-38.11061,0.416,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.1317-49.3279,38.13171,-49.32786,0.801,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.1796-49.2311,38.17954,-49.23114,0.552,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.1833-28.4103,38.18327,-28.41032,0.617,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-038.2424-09.6187,38.24246,-9.61868,0.628,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.2483+05.9973,38.24833,5.99731,0.47377318,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-038.2533-02.3828,38.25325,-2.38282,0.772,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.2558+17.1573,38.25579,17.15726,0.606,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.2670-21.3501,38.26704,-21.35014,0.32,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.2709-10.4498,38.27092,-10.4498,0.591,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-038.2735-06.8858,38.27346,-6.88575,0.347,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.2851-48.5927,38.28506,-48.59274,0.537,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Rojas et al. (2021) - arXiv:2109.00014
DESI-038.3483+05.9984,38.349,5.9994,0.186,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.3756-06.8619,38.37556,-6.86186,0.6405,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-038.4091+24.5555,38.40908,24.55546,0.315,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.4577-31.0462,38.45767,-31.04616,0.328,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.4737-65.1790,38.47371,-65.17902,0.739,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.5455-35.7895,38.5455,-35.7895,0.534,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-038.5534-20.9190,38.55342,-20.91896,0.319,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.5586-26.4768,38.55858,-26.47681,0.551,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.5678-21.3440,38.56779,-21.34404,0.509,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.6085-21.7192,38.60846,-21.71919,0.635,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.6156-33.6883,38.61562,-33.68829,0.228,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.6407-14.8060,38.64071,-14.806,0.586647,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-038.6461-48.8854,38.64612,-48.88536,0.856,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.7280-30.9373,38.72796,-30.9372,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-038.7468-32.6235,38.74675,-32.62352,0.595,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-038.7652-22.1948,38.76517,-22.19476,0.503,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.8136-21.5095,38.81358,-21.5095,0.328,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-038.8158-17.1581,38.81579,-17.1581,0.677276,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-038.8187-16.2444,38.81871,-16.24444,0.261,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.8207-11.3807,38.82071,-11.38074,0.769,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.8374-23.5198,38.83742,-23.51977,0.28,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-038.8461-10.5125,38.84608,-10.5125,0.314,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-038.9259-55.0998,38.92592,-55.09982,0.64,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-038.9951-06.0696,38.99508,-6.0696,0.584,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-039.0167-31.7061,39.01667,-31.70613,0.495,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.0463-06.3428,39.04629,-6.3428,0.723,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-039.0502-19.4191,39.05019,-19.41904,0.491,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-039.1510-12.0936,39.15096,-12.09363,0.682,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.1649+00.4826,39.16487,0.48259,0.495,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.2176-31.8548,39.21758,-31.8548,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-039.3336-33.2993,39.33354,-33.29932,0.476,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-039.3484-30.2921,39.3484,-30.29208,0.545,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | O'Donnell et al. (2021) - arXiv:2110.02418 | Rojas et al. (2021) - arXiv:2109.00014
DESI-039.3548-48.4379,39.35476,-48.43789,0.7105718,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764 | Rojas et al. (2021) - arXiv:2109.00014
DESI-039.4052-24.0639,39.40517,-24.06391,0.514,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.4289-37.7193,39.42892,-37.71929,0.594,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.4445-23.1919,39.44446,-23.19189,0.812,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.4691-50.7443,39.46904,-50.74431,0.313,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.4710+08.8371,39.47192,8.8363,0.28,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.5388-60.0623,39.53883,-60.06231,0.645,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.5833-23.5508,39.58333,-23.55078,0.745,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.6138-15.5779,39.61379,-15.5779,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-039.6270-11.4129,39.62704,-11.41289,0.78,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.6431-56.5589,39.64308,-56.55892,0.38750586,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-039.6812-25.4093,39.68121,-25.40934,0.593,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.7588-21.5730,39.75879,-21.57302,0.644,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.7648-30.8467,39.76477,-30.84671,0.487,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Petrillo et al. (2018) - arXiv:1812.03168
DESI-039.7809-13.7145,39.78096,-13.71447,0.603,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.7948-25.3310,39.79483,-25.33096,0.636,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.8085-03.7403,39.8085,-3.7403,0.686,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-039.8481-47.4161,39.84812,-47.41606,0.843,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.9164-04.5781,39.91646,-4.57808,0.527,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.9312-24.9308,39.93121,-24.9308,0.661,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-039.9857-01.5740,39.98571,-1.57402,1.0617,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-039.9863-27.1208,39.98627,-27.12077,0.521,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-039.9960-30.4720,39.996,-30.47203,0.221,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Petrillo et al. (2018) - arXiv:1812.03168
DESI-040.0161-16.1209,40.01608,-16.12085,0.789,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.0268-11.4252,40.02679,-11.4252,0.696,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-040.0311-28.7779,40.03108,-28.77792,0.834,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.1217-11.6983,40.12171,-11.69832,0.768,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-040.1613-33.9136,40.16133,-33.91362,0.487,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.1730-21.4503,40.173,-21.4503,0.327,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-040.1863-14.7542,40.18633,-14.75421,0.759,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.2113-21.8267,40.21129,-21.82671,0.684,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.2205-05.8472,40.2205,-5.8472,0.523793,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-040.2666-50.1130,40.26662,-50.11303,0.869,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.2700-31.6617,40.26998,-31.6617,0.568,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Petrillo et al. (2018) - arXiv:1812.03168
DESI-040.3034-00.9646,40.30342,-0.9646,0.241825,galaxy,confident,Huang et al. (2020) - arXiv:1906.00970
DESI-040.3168-06.5372,40.31679,-6.5372,0.462,galaxy,confident,Huang et al. (2020) - arXiv:1906.00970
DESI-040.3184-61.1758,40.31842,-61.1758,0.304,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.3748-28.4463,40.37479,-28.44634,0.477,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.3871-27.8392,40.38713,-27.83918,0.143,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.4340-01.9155,40.43404,-1.91554,0.854,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.4422-41.7768,40.44221,-41.77682,0.159,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.4676-24.7367,40.46758,-24.73672,0.336,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.4795-23.3438,40.47952,-23.34375,0.287,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Rojas et al. (2021) - arXiv:2109.00014
DESI-040.4881-43.0961,40.48721,-43.096,0.591,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.5664-25.1054,40.56642,-25.1054,0.325,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-040.5685-44.2896,40.56846,-44.28965,0.351,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.5720-16.4116,40.572,-16.4116,0.593,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-040.5823+00.5073,40.58233,0.50732,0.609,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.6067-40.2168,40.60667,-40.21678,0.71,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.6106-50.5246,40.60838,-50.5241,0.336,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Storfer et al. (2022) - arXiv:2206.02764
DESI-040.6372-12.1891,40.63721,-12.1891,0.412,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-040.6506+16.4712,40.65058,16.47115,0.378,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.6738-21.1358,40.67379,-21.1358,0.317,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-040.6769-00.6487,40.67692,-0.6487,1.322,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-040.6887-31.2933,40.68871,-31.29332,0.815,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.7046+02.2423,40.70458,2.2423,0.129,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-040.7053-00.5888,40.70529,-0.5888,0.411929,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-040.7511-19.8931,40.75108,-19.8931,0.352655,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-040.8111-00.1499,40.81108,-0.1499,0.716713,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-040.8206+01.4537,40.82058,1.45368,0.4963,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.8521-02.7061,40.85208,-2.70612,0.6105,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.8607+01.9505,40.86067,1.9505,0.852,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.8745-01.9373,40.8745,-1.9373,0.651,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-040.9394-11.7051,40.93942,-11.70505,0.707,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-040.9745-37.3218,40.9745,-37.32183,0.97,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-041.0209-44.9059,41.02092,-44.90586,0.582,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-041.0434-46.4402,41.04337,-46.44016,0.621,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-041.0813-47.0606,41.08125,-47.06057,0.647,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-041.1156-28.6150,41.11558,-28.615,0.476,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-041.1295+02.5002,41.12954,2.50024,0.76,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-041.1456-17.2445,41.14558,-17.2445,0.396278,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-041.1557-07.2344,41.15567,-7.23445,0.641,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-041.2153-42.4591,41.21533,-42.45908,0.849,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-041.2281-20.4435,41.22808,-20.44352,0.311,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-041.2457-35.6071,41.24571,-35.60708,0.559,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-041.2769+17.5516,41.27692,17.55157,0.61,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-041.2889-45.4636,41.28887,-45.46361,0.755,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-041.3344-22.7452,41.33438,-22.7452,0.233,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-041.3678-01.2016,41.36779,-1.2016,0.666939,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-041.4207+03.6355,41.42071,3.63549,0.936,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-041.4318-08.6492,41.43179,-8.6492,0.726121,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-041.4339+01.5810,41.43392,1.58105,0.6592,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-041.4580-17.9033,41.45804,-17.90335,0.674,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-041.4712-05.9667,41.47121,-5.9667,0.573128,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-041.4742-00.7052,41.47421,-0.7052,1.356,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-041.5013-26.0155,41.50133,-26.01548,0.598,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
