brickname,lrg_count
1347m157,5
1696p042,10
1755p070,1
2141p282,3
2122p337,2
2170m115,10
2169m290,6
1926p265,5
1997m077,6
1279m077,3
1281m875,14
1279p112,20
1265p190,9
2332p090,6
1663m057,2
2662p167,30
1964m412,22
3095m700,9
3094p052,18
2575p242,7
3440p072,5
0189m060,4
3240m405,3
3224m497,5
3237m457,5
3219m680,3
0162m277,6
3524p282,7
0326m032,8
0516m410,5
0508m615,7
1951p260,3
1959p300,10
2013m022,4
2926m475,12
1243m025,5
1731p015,6
1710p082,6
1705p340,6
1785m167,3
1754m310,7
1763m390,9
1825p215,8
1843p260,1
2929m552,14
2908m745,7
1927m275,4
1926m350,2
1928m305,5
2296p177,6
2333m030,9
2460p152,8
2480p180,4
2468p260,13
0565m180,5
0590m157,8
0561m240,4
0596m402,8
2955m412,7
3170m560,8
0629m095,5
0625m052,2
0630m135,7
0616m427,5
3449p315,9
3498m060,4
3470m420,2
1457p215,6
3558m815,6
0340m550,5
0660m122,6
0690m257,11
0773m287,5
0139m132,10
0125m275,5
1353p162,4
1418m027,5
1420m082,16
0121m585,15
0123p022,3
0128p015,3
0407p077,12
0415p177,9
0467m047,2
2044p150,3
1593p102,5
2059m315,25
2416p060,8
2412p187,5
2698p317,3
2739m677,12
3018m222,6
0761m367,8
0753m415,8
3084m425,5
3522m512,10
3558p085,7
3564p185,3
3564p172,5
3567p167,5
3573p257,11
3595p332,6
0288m430,3
0260m520,2
0823m427,6
0905m765,4
1532p125,7
1519p215,5
2128m075,6
2117m135,8
2129m317,2
2461m017,3
2602p097,5
2612p115,11
2633p230,4
2610p217,9
3104m060,21
3112m520,9
3241m787,17
3213p032,49
3213p095,10
2241p072,8
2222p120,2
2357p032,7
1470p110,7
1740m180,15
1704m182,5
1714m335,8
2787m727,14
3151m105,4
3270m032,6
3274m187,3
3279m187,26
3290m350,7
3490p232,6
0049m087,78
0011m060,3
0025m240,11
0383p207,10
1626p090,10
1615p102,3
1678m025,16
0294m052,6
0262m155,5
0587p072,7
0692m552,6
1341p010,4
0735m092,22
0717m245,10
0701m387,11
1234p050,9
1248p017,10
1245p152,8
1229p312,10
1648m242,3
1616m210,4
1856m255,6
1856p067,6
1919m057,8
1945m142,5
1915m157,4
2366p175,5
3521p325,5
3573m002,8
0034p127,6
0391m237,7
0457m455,6
1553m030,8
1568m007,5
1563m092,5
1597m280,7
1997m315,8
1958m307,7
1980m345,7
1989p035,4
1997p077,6
2037m100,15
0131m112,3
0131m170,2
0104m262,2
0148m570,2
0494m040,4
0462m045,7
0489m090,4
0467m097,11
0493m225,7
1136p135,5
1138p135,8
1120p292,12
1468p082,1
1490p135,10
1711m005,5
1734m207,9
1768p325,8
1806m020,9
1826m007,3
1801m202,5
2031m172,10
2137p045,5
2114p052,10
2150p165,15
2130p187,6
2185m265,4
2589p107,6
3116p062,15
3398m025,2
3390m042,7
3371m085,2
3361m337,6
3362m332,4
3383m410,5
3463m875,8
3419p080,9
3424p122,9
2530p095,6
2508p230,6
2542p322,14
2846m615,13
2822m722,17
2852m855,24
3265p085,4
3263p127,159
3333m367,9
0188p185,3
0193p190,1
0196p165,4
0143p282,4
0185m127,5
0152m432,4
0172m510,5
0582m375,8
1501m012,5
1548m187,9
1576p010,7
2158p097,6
2172p170,1
2196p270,7
0405m712,47
0481m765,2
0486p017,9
0496p005,9
0541m020,7
0512m227,6
0804m202,7
1300p125,5
2224m042,5
2303m100,6
2326m150,6
2330m237,117
1692m082,3
1676m202,8
2768p330,7
3037m645,2
3005m605,7
3068m082,8
3240m110,5
3386p267,6
3414m120,5
3420m117,9
0044m582,5
0002m610,2
0016p030,3
0244m100,2
0225m140,3
0229m105,4
0207m215,12
0448m065,5
0448m125,3
0433m272,3
0893m562,15
1338m040,11
1666p110,7
1659p260,5
1783p037,2
1753p195,3
1754p180,3
1833p310,4
1924m360,3
2251p125,8
2269p182,11
2275p195,3
2276p245,6
2489p165,12
2482p235,10
2460p325,25
3194m447,5
3200m802,12
3468m432,4
0269p122,9
0272p187,3
0279p207,7
0277p215,9
0330m750,9
0592m050,13
0695m067,8
0665m142,5
0700m222,4
0667m222,6
0777m202,3
0782m252,5
0787m325,2
1365p210,7
1360p300,1
1630p157,10
1620p200,2
1607p317,6
2012p210,1
2015p230,6
2091m285,5
2448p052,2
3541m340,4
3516m400,10
3565p335,7
0272m215,4
0283m230,2
0281m310,5
0267m475,5
0346p127,11
0830m412,3
0815m495,3
0877m175,3
0877m255,3
0870m315,2
1459m182,4
1476m230,82
1532p132,4
2106m032,3
2133m075,6
2125m120,3
2113m345,33
2608p292,7
3110m087,8
3116m155,1
3119m362,9
3112m445,1
3109m477,19
3220p195,7
3465m607,6
0087m457,4
0247p135,5
0218p155,9
0234p312,11
0258m020,8
0666m490,3
0653p015,14
0702m450,7
0741m492,6
0725m765,9
1385m072,3
1883p047,1
1850p297,4
2378p162,11
2411m077,8
3274m515,10
3340p060,6
1830m830,7
1915p197,3
2669m757,13
2681p220,6
3447m307,9
3431m405,5
3421m585,7
3550m072,5
0035p192,4
0007p320,11
0013p320,6
0068m020,3
0351m362,3
0376m512,7
0360m502,8
0332m112,3
0330m365,10
0916m232,5
0934m337,2
0938m315,17
1228m007,4
1231m022,3
1746p022,10
1707p175,6
1763m050,3
1751m310,5
0477m437,9
0467m460,1
0469m545,8
1089p282,29
1551m160,4
1562m310,7
2221p112,6
2264m185,7
2288m332,5
2372m245,9
3193m035,6
3497p147,7
3459p242,3
0034m082,4
0004m222,3
0387p052,3
0629m565,11
0612m610,7
0619m665,8
0717m042,8
0721m027,3
0735m212,8
0723m277,3
1005m477,8
1243p127,4
1230p265,8
1281m027,9
1635m052,13
1632m360,11
1961m357,10
1952m850,25
1982p120,3
1951p160,2
2033m140,5
2899m402,44
2914m525,6
2902m560,18
3355m505,7
0116m002,1
0107m200,9
0142m502,8
0145m685,9
0143p027,4
0422p085,8
0485m052,5
0495m175,4
0469m195,1
0452m232,12
0784m437,4
1141p125,12
1725m160,3
1733m227,7
1734m215,5
2101p225,11
2186m040,10
2179m295,12
2575p320,6
2994m590,31
2994m687,9
2987m732,2
3119m617,15
3107m765,9
3376m005,6
3352m107,4
3381m417,6
1812m242,3
2506p315,4
2800m742,9
3428p147,3
0197m110,4
0593m152,15
0556m462,10
0562m515,2
3269p210,10
3272p232,8
3340m365,5
3319m450,8
3331m662,9
0051p082,57
0435m565,7
0446p040,8
0411p012,4
0547m107,9
0519m237,7
1054m785,8
1581p005,8
1565p095,3
1550p222,8
1250m067,26
1268m062,29
1693m185,14
2180p265,8
2233m012,6
2202m210,11
2330m245,15
2315m825,7
2841m465,9
3014m617,13
3200m050,4
3399p342,2
0049m615,5
0044p072,3
0216m042,6
0216m292,5
0227m402,6
0431m190,6
0966m412,7
0994m455,8
1314m100,7
1656p155,6
1683p182,6
1741m865,10
1898m345,8
1900p210,4
2366p147,12
2435m160,15
2856m487,20
2873m632,23
3265m532,5
3291m725,7
3311p252,10
0074m055,3
0354m617,8
0477m427,7
1161m680,15
1422m197,11
1439m162,7
1595m280,4
1590m355,3
2210p125,2
2258m147,4
2385m245,12
3181m067,8
3178m140,4
3194m400,9
3276m420,2
3470p077,8
3479p232,4
3532m120,8
3509m107,3
0001m030,2
0019m340,9
0376p037,5
0385p207,7
0369p245,7
0630m800,10
0713m050,6
0739m215,7
1226p002,8
1297m045,4
1636m250,9
1841p070,9
2063m002,8
2087m140,5
2070m167,5
2066m377,10
2406p107,7
2402p122,2
3503m305,10
3537m485,9
3583p042,2
3583p022,2
0377m087,9
1431p117,8
1445p157,4
1417p317,10
1457m162,15
1467m232,6
1543p047,7
2076p222,9
2409p340,4
3143m070,2
3148m112,6
3124m485,30
3242p130,7
0093m380,1
0060m472,4
0061m650,12
0054m670,8
0206p290,7
0242p257,9
0280m170,8
0291m155,6
0687p032,12
0718m492,2
1107m495,11
1336p007,8
1302p052,11
1358m112,6
1944p127,1
2311p117,19
2312p147,3
2307p180,5
2380m047,20
2376m065,9
3226m655,9
3430m535,10
3531p135,7
0220m767,4
0304m227,7
0304m352,5
0510m557,4
0939m320,5
0921m547,11
1192p195,6
1172p222,5
1183p245,7
1182p252,7
1169p327,17
1736p285,1
1705p277,11
1760m077,7
1781m085,6
1758m102,6
1767m182,9
1798m192,8
1836p300,6
1876m085,6
1890m117,3
1901m232,4
2268p270,7
2473p030,10
2485p192,4
2970m400,11
2962m405,8
3463m052,5
3567m555,9
0262m727,8
0289p095,3
0292p120,3
0304m702,8
0571m145,6
0662m062,3
0673m180,6
0694m332,7
0738p045,12
1358p070,9
1392p102,8
1365p192,5
1426m135,19
2169m320,6
2579m812,6
2558p022,9
2590p165,16
2558p302,3
3121p120,11
3390m057,9
3385m132,4
3364m400,2
2028p007,7
2037p067,5
2004p247,5
2049m042,9
3435m737,7
3411p015,8
3438p147,5
3429p165,11
2064m095,6
2070m292,11
2077m265,2
2100m300,4
3000m297,7
3016m587,10
3079m587,7
3536m360,7
3517m372,5
3502m430,2
3553p035,5
3569p312,7
0156m060,10
0188m185,8
0262m542,8
0181m275,1
0153m335,12
0184m492,3
0341p245,6
0391m092,7
0400m180,4
0567m167,2
0585m452,2
1423p115,5
1534p135,7
0628m022,4
0638m020,5
0623m330,11
0645m320,2
1480p320,5
1541m117,5
1520m197,3
1518m302,21
1840p260,4
1899m197,6
1553p165,2
2286p257,11
2171p075,2
2481p010,7
2482p242,8
2496p247,8
2319m090,25
2347m107,8
2312m240,3
3175m450,13
3191m797,14
3470m065,8
3453m052,5
3457m137,9
3574m645,5
1962m315,9
0497m757,8
0523p002,5
0533p020,5
1996p230,11
0643p115,11
0687m355,14
3396m602,7
3384m672,4
3395m660,7
3365m680,6
0708p000,5
0774m225,8
0131m117,13
0107m320,4
0121m465,3
0143m692,7
0113p010,1
0128p002,4
0407p085,6
0780m847,9
0950m845,6
1124p180,9
1131p187,5
1113p240,5
1460m257,3
1724m115,4
1719m245,5
1747m287,5
2775m787,7
3151p102,13
3250m050,4
3370p052,12
3365p175,5
3406m135,4
0020m727,13
0235m162,5
0425m085,12
0415m217,4
0408m257,5
0409m385,5
0438m450,7
0856m535,10
0985m565,11
1308m032,6
1782p212,5
1782p200,9
1764p272,12
1847m242,7
1678p042,3
1695p057,8
1656p242,4
1694p330,22
1755p105,6
2013m307,8
2543p135,8
2546p277,32
2520p347,4
2536p337,34
3252p150,10
3268p160,17
3343m027,15
0073p007,13
0431m635,12
0435m750,13
1638p015,6
1648p215,3
1613p220,8
1698m035,3
1949p050,11
2342p052,7
2338p085,9
2689p205,9
0518m080,14
3204m530,6
3234m640,8
1297m075,7
1264p050,6
1300p167,2
3520p087,24
3548p182,5
3542p275,4
0206p027,2
0211p100,17
0238p082,9
0301m032,12
0323m297,7
0534m282,10
0537m310,1
0540m585,6
0915m277,5
1186p157,8
1196p230,6
1248m015,4
1756m272,13
1873p140,9
2088p030,5
2054p050,3
2353p125,9
2368p295,5
2373p322,4
2889m505,8
2885m607,20
3293p022,7
3307p067,8
3585m372,6
0003p117,8
0039p322,9
2139m257,10
3139m147,8
3148m505,2
3494m477,7
0233p115,3
0669m725,15
0693p017,3
1369m082,4
1389m107,8
0394m287,8
0484m590,5
1422p090,13
2231p307,7
2298m185,8
2363m257,10
2729p257,13
3272m092,5
3492p155,10
3464p215,22
3473p232,4
3503m050,5
0014m232,8
0044m292,4
0387p155,9
0625m595,4
0629p067,9
0653p090,9
0707m117,9
0723m200,16
0712m295,1
0730m337,2
0740m362,7
1242p040,11
1219p320,7
1235p340,11
1645m120,3
1957m305,7
1993m387,4
1958m360,14
1998p020,8
1976p037,6
1983p025,10
1977p080,8
2009m035,4
2908m390,15
2925m437,10
2175p257,5
2240m192,6
2249m197,11
2247m335,46
2328m112,9
2301m185,7
2302m172,6
2271m885,22
2783m867,23
2822m580,4
3004m850,8
3029m845,14
2900m602,12
3381m595,4
0133m110,1
0117m310,6
0135m365,10
0121m512,9
0126m572,20
0451m067,11
0496m157,5
0761m497,14
0936m802,10
1148p172,4
1115p305,10
1474m285,2
1495m847,11
1473p000,9
1484p097,1
1733m037,3
1714m275,9
1709m292,6
3165p035,8
3218m015,9
3212m045,4
3353p150,8
3446m150,11
3424m165,5
0248m342,8
0435m237,9
0422m437,8
0881m535,8
0960m485,4
1001m520,9
1270p322,4
1280p310,2
1306m022,6
1771p075,4
2153m010,7
2163m067,3
2187m055,3
2169m255,6
1792p330,10
1831m090,8
1840m185,7
2036m227,17
2013m280,9
2006m400,5
3315m032,7
3345m585,5
3341m677,3
3309m687,2
0086p012,6
0169p060,1
0534m200,8
0752p042,3
0828m230,5
0826m207,4
0829m305,4
0808m337,6
1297m052,5
1298p082,5
1679m095,4
2558p030,4
3128p027,20
3436p012,11
3402p062,8
3441p105,3
0131p125,9
0102p210,29
0192m152,6
0192m197,5
0166m227,6
0173m460,11
0181m627,5
0599m155,9
0586m500,4
0616m060,8
0639m292,8
1499p270,5
1501m132,5
1598p165,8
2051p022,6
2079p142,10
2109m350,6
2403p270,12
2421p262,7
2496m010,14
2628p120,17
2616p177,5
3148m462,8
3216p002,7
3482m760,4
0241p252,7
0588p017,2
0660m450,8
0672m497,3
0690m505,5
0650m887,6
0668p020,19
1392m047,6
1936p157,5
1946p245,4
1948p320,4
1990m090,6
2308p000,5
2345p120,7
2300p117,6
2352m052,7
2700m827,29
2697p147,5
3533p022,2
0329m087,4
0340m195,5
0315m237,3
0317m270,6
0511m390,7
0533m362,22
0921m585,13
1152p225,13
1705p240,4
1710p285,3
1798m210,3
1775m297,4
1771m337,6
1896m265,2
1858m297,5
1896m377,6
1860p327,5
2362p282,2
2353p307,4
2408p000,6
2889m475,18
2893m475,8
3295m702,8
3296p007,5
3336p142,2
3321p245,5
3568m337,2
0013p345,5
0052m230,7
0390m415,3
0494m350,4
0477m475,9
0487m667,8
1570m102,10
1552m270,10
2216p020,13
2235p285,3
2209p330,4
2004p137,10
2014p132,2
2034p247,7
2295m045,14
2286m135,3
2268m170,12
2295m170,8
2392m252,13
2383p020,6
2361p057,11
3164m105,4
3171m127,7
2063m085,3
2061m160,3
2068m357,5
2406p027,23
2407p047,7
2430p155,3
2739m620,6
3283m010,8
3293m037,8
3293m040,9
3086m430,9
0251m275,9
0267m570,4
0332p057,4
0320p307,6
0391m007,7
0397m180,1
0803m527,10
1408p230,6
1445p232,6
1406p300,6
1509p240,9
0001m100,5
0016m112,3
0009m285,3
0017m255,48
1854m125,8
1942m230,3
1940m307,6
2276p087,5
0398p000,3
0610m590,13
0631m772,7
0651p060,7
0750m095,8
0714m130,10
0724m300,5
1004m550,5
1246p242,9
1648m055,8
1603m250,4
1627m325,11
3173m620,7
3178m737,12
3485m055,5
3556m530,4
0262p065,4
0525m835,8
0531p027,17
0660m427,1
1395p070,5
1646p030,10
1646p295,8
1955m250,3
1976m245,6
1983m285,8
1986p110,7
2041m002,4
2020m075,4
2916m540,11
3348m532,8
3376m580,4
3383p050,8
0148m282,4
0128m447,3
0125m595,7
0477m047,6
0470m060,2
0492m217,6
0490m202,6
0779m355,7
0775m360,6
1142p132,6
1122p295,14
1457p047,9
1729m145,5
1700m150,9
1728m220,11
1760p240,12
1831m125,5
1825m240,7
3320m050,6
2107p087,9
2133p125,7
3322m320,2
3310m487,2
0152p087,5
0150p310,4
1680m077,7
1654m277,6
1679m310,3
2156m070,2
2591p072,1
2956m775,42
3143p000,9
3113p017,7
3437p125,12
0107p297,3
0163m302,3
0560m220,5
0570m297,4
0606m462,1
1522m060,5
1530m092,10
1541m197,5
1556p312,8
2190p235,10
2188p330,7
2349m082,5
3184p165,10
3365p325,12
3443m102,7
0026m517,9
0021m590,8
0213m025,4
0219m132,6
0444m277,2
0450m277,5
0450m400,2
0970m350,1
1258p270,12
1348m075,9
1785m852,12
1873m265,7
1886p042,3
1851p067,9
1869p085,11
1852p140,1
1943m002,1
1924m045,6
1939m132,7
2395p260,15
2366p290,4
3294m495,2
3295m727,7
3256m790,13
3345m727,8
3338p030,4
3309p292,6
3577m347,5
0003p150,8
0378m282,4
0351m440,3
0480m270,6
0483m395,4
0489m452,7
0482m687,5
0484m710,7
1064m625,8
1189m835,14
1185p097,8
1562m102,9
1558m305,3
2236p087,3
2261m310,5
2367p047,10
3266m125,12
3538m062,7
3511m140,5
0008m025,6
0036m082,8
0642m565,3
0631m722,6
0718m002,7
0711m265,3
0710m392,12
1206p255,14
1645m045,10
1640m065,9
1637m377,9
2030p062,17
2051m250,7
2438p090,6
3501m322,2
3531m385,6
3535m375,6
3516m480,8
3553p027,5
3553p042,34
0251m330,6
0276m370,6
0345p090,12
0329p112,10
0306p152,9
0378m187,10
0825m452,8
0871m147,9
0859m152,16
1435p110,8
1412p195,6
1438p167,6
1452m225,5
2057p297,6
2131m072,4
2105m195,8
2114m322,10
3469m762,7
0083m455,3
0251p245,15
0278m007,6
0263m070,3
0678m607,7
0708m595,5
1134m492,9
1331p067,5
1310p277,4
1373p005,13
1928m277,6
2278p015,10
2251p095,3
2286p145,4
2277p155,7
2290p185,9
2454p032,6
2958m457,18
3153m547,2
3194m712,11
3155m780,11
3411p327,12
3479m090,6
3598m487,4
3581m615,11
0258m725,5
0274p060,4
0261p115,10
0284p222,11
0630p125,15
0660m047,4
0694m380,7
0728p005,6
0796m007,16
0755m092,10
0780m145,6
0778m325,16
1373p145,13
1368p142,5
1373p167,1
1353p185,6
1648p010,11
1645p155,4
1630p210,6
1645p240,3
1839p080,5
1839p077,7
1809p147,12
1814p130,2
1942p130,4
1930p275,18
1955m100,6
1976m147,6
2360m145,7
3079m637,10
3087m727,5
3515p097,4
0207m527,3
0217m640,13
0209p042,5
0307m065,6
0345m115,8
0301m150,6
0910m365,3
0926m617,3
1160p292,4
1153p312,9
1793m192,9
2190m830,20
2186p240,2
2202m110,8
1821m057,4
1820m255,6
2316m265,10
3024m672,4
0039m700,6
0045m657,4
0206m042,12
0227m342,8
0250m422,10
0219m475,7
2037m157,4
2046m322,5
0448m120,4
0427m265,2
0864m585,7
0969m357,6
0980m497,7
1003m797,21
2546p060,6
2549p240,4
2517p347,9
3264p097,6
3257p270,8
3308m037,8
3325m050,6
3336m080,6
3305m307,1
3350m375,5
3339m370,6
3301m540,7
1252p327,9
1262p330,4
1345m070,7
1314m115,6
1694p175,4
1694p215,3
1671p222,6
1691p307,7
1788p190,10
0089p080,2
0086p137,9
0052p110,15
0071p227,10
0088p242,5
0090p230,11
0059p250,7
0172p325,7
0527m122,4
0768p010,7
0824m215,4
0812m247,5
0837m310,3
2123p015,6
2140p062,2
2106p235,3
2188m015,8
1258m815,10
2166m120,8
1996m230,29
2036m017,5
0106m012,3
0106m122,3
0149m192,3
0151m385,11
0136m422,5
2551p027,7
2561p060,17
0107m602,39
0456m015,5
0499m065,1
3099m802,13
3108p005,5
3141p062,5
1107p245,6
1493m360,45
1481p065,9
3409m737,12
3441p040,8
0105p300,5
0191m105,4
0192m175,10
0162m515,7
0588m205,7
0569m440,1
0555m630,2
1733m025,2
1725m065,5
1712m110,23
1738m287,7
1704m395,8
1748m412,14
0638m305,8
1493p225,3
1505m157,6
1816p107,4
1917p277,1
1932p307,3
1975m095,7
3075p037,3
3083p032,10
3203m445,6
3422m492,1
3437m470,3
3536p280,8
0231p087,2
0326m075,8
0321m262,6
0302m387,10
0516m265,10
0541m400,6
0524m440,9
0502m430,12
0548m465,9
0905m325,7
0924m532,6
1191p222,6
1185p307,5
1713p035,11
1712p082,8
1888m420,7
1866p022,2
1860p132,4
1897p170,9
1879p297,5
1908m017,3
1903m012,10
2438m162,9
3301p147,11
0025p185,5
0391m227,2
0351m305,2
0376m382,6
0482m292,7
0493m487,8
1055m665,6
1073m755,8
1573m097,15
2223p227,4
2284m072,10
2251m267,5
2255m317,3
1888m230,3
2706p260,7
1927m270,5
2277p080,7
2462p147,3
2459p200,13
2484p220,12
2956m507,31
3196m455,6
3401p347,3
3434p332,13
3453m060,6
3473m162,10
3476m160,14
3452m412,18
3554m625,6
3588m837,9
0296p155,4
0322m607,8
0346m620,7
0573m020,8
0580m110,2
0627p100,7
0696m157,6
0670m217,8
2136m012,12
2128m077,49
2131m225,9
2647p262,15
2601p332,1
3184m055,3
3155m395,10
3278m042,6
3482p330,3
0033m025,3
0038m002,3
0043m020,4
0008m095,4
0016m132,9
0019m160,9
0038m362,21
0034m410,6
0009m467,2
0357p160,6
0608m652,7
0728m097,9
0762m160,8
0775m330,5
1379p057,6
1436m067,7
1602p217,5
1698m030,4
1678m035,8
3223m857,39
3233p005,6
3500m610,11
0083m427,6
0212p290,5
0259m040,5
0560m710,4
0724m625,6
1344p145,3
1308p195,8
1373m025,3
2026p272,3
2006p305,8
1019m472,20
1005m625,5
1218p060,2
1221p162,2
1221p235,14
1251m030,5
2448p015,10
2413p127,10
2405p222,7
2698p295,2
3566p010,6
3576p060,5
3555p132,2
3551p257,23
0284m205,8
0314p090,5
0331p122,9
0309p150,6
0354m040,3
0359m122,5
0379m165,7
0822m452,6
0867m227,1
1493m017,5
1476m075,9
1523p080,9
1526p195,11
1522p202,17
1993m322,4
2101p015,6
2102p192,4
2161m007,9
2153m325,3
2011m095,3
2917m410,18
2946m790,17
2589m862,26
2971m760,14
3356m555,11
3368m735,32
3350m812,7
3146p030,8
0133m032,9
0150m465,3
0136m455,7
0118m632,7
0138p040,5
0109p065,11
3391m120,5
0480m140,9
0461m195,6
0771m390,7
0754m467,10
0750m622,11
3423p107,16
3450p160,9
0900m805,18
1732m125,10
0116p320,10
0161m007,5
0178m272,4
0166m367,4
0152m522,9
1778p277,10
0580m320,7
0598m320,5
0584m420,3
0608m270,5
0632m430,3
2538p005,11
2512p270,3
3306m022,11
1583p307,6
2200p272,4
3330m322,7
3303m447,5
3345m680,4
0073p135,8
2247m242,7
2208m240,8
2235m347,37
0416m547,9
0543m010,7
0516m082,7
2347m072,12
2333m245,11
3379p120,5
3358p265,6
3445m045,13
1056m540,10
1296p105,8
1293p155,7
1662m175,10
1685m250,7
1665m322,3
0217m422,10
0216m485,5
0413m007,10
0446m067,6
0434m132,5
0417m382,5
0885m545,3
0973m535,9
1306m030,70
1676p007,6
1650p057,5
1687p195,6
1664p287,5
1748m832,15
1778p127,1
1756p182,10
1847m305,4
1823p030,10
1914p080,4
1979m145,5
2299p125,6
2316p155,13
3229m395,3
3217m525,5
3230m630,7
3448m430,5
3541p025,7
2239p097,4
2250p200,7
2272m320,11
2702p215,11
3288m027,20
3474p155,9
3490p317,3
0021m017,1
0039m487,9
0358m795,6
0376p192,14
0359p277,9
0633p045,4
0647p032,3
0601p012,13
0323m020,9
0326m130,7
0533m645,14
0945m322,6
1168p180,8
1183p247,12
1718p000,4
1713p315,2
1760m142,6
1759m152,3
1843p192,12
1803p182,2
1852m137,7
1946m242,5
1908m420,6
2268p010,8
2276p180,3
2479p032,10
2980m467,8
0732m067,8
0730m307,10
0711m375,10
1646m015,6
1603m092,11
1607m065,5
1628m097,10
1603m262,9
2073p272,8
2075p267,9
2117m277,2
2623p187,18
2602p307,6
3109m337,5
3115m432,16
3113m405,5
1881p002,6
1870p340,5
1901m025,4
2380p110,7
2369p280,2
2436m232,12
2895m607,9
3305p140,13
0016p120,7
0028p235,11
0068m027,7
0098m027,10
0361m230,5
0491m295,8
0492m277,8
3177m520,9
3456m095,6
3476m367,5
0266m730,10
0277p120,12
0295p182,5
0336p025,5
0548p007,10
0656m025,14
0691m247,12
0696m232,7
0745p047,10
0723p045,6
0747p087,10
0768m002,11
1391p087,10
1374p345,3
1641p310,6
3245p127,6
3457m477,6
3494m530,4
3459m665,4
3454m705,14
3474m757,9
0073m335,7
0235p217,5
0271m040,2
0271m010,7
0659m512,5
0661m520,6
0664m575,5
0731m430,40
1304p055,15
1348p162,7
1392m082,6
1370m167,1
1377m175,9
1373p035,8
1361p017,10
2044p210,1
2090m072,3
2097m060,4
2408p057,11
3059m572,10
3578p032,3
0294m325,6
0271m400,6
0288m652,6
0342p060,3
0310p072,3
0366m020,4
1071m575,5
1193p120,6
1585m032,7
1596m095,7
1579m115,2
1559m112,7
0886m305,6
0874m392,12
1488m020,11
1462m242,9
1532p100,5
2109p090,4
2134p337,1
2152m050,5
2199m072,20
2152m235,9
2551p012,57
2700m892,15
2988m565,7
3103p062,6
3432m750,4
3406p000,14
3415p197,4
3450p197,8
0163m552,4
0172m620,4
0597m450,7
0593m637,5
0644m202,9
1823m025,6
2034m322,8
2506p070,2
2530p117,2
1510m082,4
1503m167,8
1534m317,6
2161p182,4
2237m245,12
2226p192,5
2325m107,6
2279m150,7
3264p170,4
3316m027,8
2389m230,8
3347m255,4
3343m347,19
3335m370,3
2780m702,5
3180m117,3
3184m102,10
0448m642,8
0545m145,7
1025m672,19
1253p027,8
1697m087,3
1686m207,4
1957m200,7
1959m377,6
1965m430,6
3017m662,20
3040m717,6
3083m082,8
3153p027,7
3194p060,6
3195p152,7
3220m137,10
3371p207,4
3393p272,3
3444m142,6
3259m095,4
3500p090,52
3464p105,16
3540m080,3
3543m087,6
0040m500,4
0006m575,9
0009m827,19
0017m245,5
0023m377,8
0045m420,5
0244m047,7
0228m240,3
0381p025,7
0748m045,9
0725m062,12
0725m115,9
0740m202,5
1991p315,2
2949m532,19
1035m585,10
3362m572,6
1210p285,9
1290m040,8
0119m762,6
1613m032,10
1599m147,6
1638m232,4
1602m267,11
0428m090,4
0448m170,10
0444m242,7
0439m220,3
0951m547,13
0970m640,8
1281p280,5
1323m012,2
1650p127,6
1663p202,2
0496m165,4
0484m232,5
0908m820,7
1109p317,5
1137p310,38
1450m830,12
1499p062,6
1467p167,6
2098p007,5
2098p182,2
2083p277,8
2142m165,97
2137m165,11
2136m212,21
2629p182,7
2618p257,12
1882m370,3
1899p197,6
3196m825,6
3243p012,3
3243p005,26
3244p275,7
3478m702,6
0094m387,2
0064m410,7
0271m025,8
0258m005,3
0697m650,10
1093p322,5
1318p245,3
1388m027,7
1391m067,13
1367m080,10
1375p045,9
2033p172,5
2001p160,9
2013p267,8
2422p047,10
2404p085,2
2411p095,4
2715m717,9
2350p110,7
2422m200,12
2444m187,7
2864m477,13
3250m465,6
3338m777,5
3320p197,3
3312p262,6
0022p180,4
1934p135,6
1946p185,6
3218m570,7
3423m522,4
3444m587,7
3535p107,11
3508p140,7
0214m642,35
0221p002,1
0238p007,6
0341m040,7
0349m080,4
0306m107,6
0343m197,6
0302m175,3
0345m385,5
0348m390,9
0513m442,6
0524m615,6
0541m607,8
0905m270,4
0927m507,12
1165p175,3
1162p280,146
1189p267,7
1734p217,4
1768m007,8
1770m117,6
3037m432,4
3048m492,10
3077m437,9
3541m382,5
0262m480,6
0297m482,3
0270m562,6
0863m182,1
0858m212,8
0893m405,9
1485m087,9
0479m512,6
0490m597,4
0475m645,10
1054m605,6
1447m162,4
1441m237,14
1541p332,8
1586m010,7
1578m097,14
1559m232,7
1558m265,8
1709m107,24
1721m252,12
1856m082,2
1891m197,1
2251p150,6
2257p200,5
2314m032,9
2336m042,8
3157m652,8
3486m320,1
3587m472,5
3553m632,8
0274m740,13
0264p097,8
0276p207,8
0254p272,14
0588m002,11
1443m015,6
1441m117,9
1628p177,3
1612p242,4
1761p300,7
1828m222,23
2032m360,4
2023m422,8
3293p260,13
3319m147,1
3311m460,3
0092p220,8
0175p090,6
0440m517,8
0408m717,9
0502m820,7
0547m180,6
0508m222,5
0821m245,11
0819m215,14
1280p067,5
1677m217,14
2128p015,10
2133p145,7
2123p237,9
2171m182,9
2160m395,12
2588p155,18
3127m870,10
3359m422,4
3400m745,10
3434p130,8
3424p237,5
0196m022,8
0188m130,17
0183m165,6
0150m397,6
0174m595,5
0592m235,8
0599m557,14
0614m125,4
0628m170,5
0619m410,6
1516m075,8
1509m072,5
1505m092,4
