brickname,lrg_count
3304m465,8
0301p227,7
0369m080,6
0356m125,6
2167m085,8
2179m102,4
0804m440,7
2997m642,4
2966m692,8
3111m585,11
3110m715,5
3120m742,14
0668m355,7
1388p065,41
1367p080,3
1390p215,3
1373p252,62
1618p032,7
1622p205,6
1622p320,6
3415m707,3
3402p200,3
3422p227,4
3433p245,7
3410p257,14
0142p280,9
0171m025,3
0163m107,7
0880m340,5
0197m272,3
0178m475,4
0593m225,10
0594m290,3
0554m272,8
0571m577,4
0645m392,2
1417p277,10
1446p302,10
1497p305,13
1519p152,3
1540p232,11
2092p122,5
2055p280,7
2093p302,4
2144m045,9
0056p047,4
0081p060,4
0091p057,1
0094p247,3
3105m507,5
3135m525,7
3223p002,10
3203p012,7
3218p005,4
3240p160,6
0188p022,6
0836m202,6
1032m720,14
1281p000,5
0089m282,2
1597p252,3
0664m497,2
0660m817,11
0710m640,6
1105m642,9
1309p117,7
2211p115,9
2221p210,7
2218p252,6
2360m172,19
2702p147,2
2718p227,4
3172m052,5
3255m445,3
3523m145,10
0049m092,6
0396p030,8
0623m610,8
0607p067,5
0747m032,6
0717m180,8
0748m285,7
0738m332,8
1213p247,7
1232p230,6
1605m142,8
1631m262,11
1615m260,11
1887p095,5
1854p082,3
1880p115,6
1881p252,5
1862p270,2
2410m087,2
2412m085,5
2869m450,13
3290m452,15
3267m660,3
3532p335,1
0024p152,1
0010p302,11
0353m525,6
1174m737,14
1441m165,1
1440p032,6
1557m132,4
1565m127,6
1833p020,4
1846p090,7
1836m055,7
1819m117,7
1824m162,2
1849m277,4
1918p030,4
1930p095,6
1908p205,8
1964m065,4
2301p022,4
2342p105,6
2340p247,13
2334p247,2
2382m070,5
3062m617,7
3088p040,42
3250m487,14
2084p157,5
2092p267,8
2120m055,4
2132m280,5
2025m222,5
2043m260,11
2523p010,16
2538p047,11
2549p180,5
2543p237,8
2646p307,5
2813m800,10
2825m810,24
3275p255,6
3346m072,7
3327m565,6
3345m630,7
3442m397,4
3440m362,4
3441m417,3
3416m517,8
3516p007,5
0299m117,4
0311m267,7
0056p062,6
0087p172,4
0089p287,4
0519m305,7
0506m400,6
0515m610,2
0155p307,4
0900m347,9
0915m307,5
0928m322,3
0941m442,8
0404m615,3
0539m037,12
0504m035,7
0529m145,9
0539m142,3
0520m160,6
0082m267,9
0050m250,11
0079m300,3
0074m350,4
0057m510,25
0215p117,13
0237p160,11
0278m072,4
0260m132,3
0799m235,5
0679m595,2
0651m680,7
0688m740,11
1251p007,20
1281p012,8
1294p052,7
1734p142,3
1728p265,1
1835p292,2
1820p260,6
1860m120,13
1887m177,5
1946m215,26
1924m267,5
1922m402,6
2177m107,6
2482p190,8
2496p152,5
2494p217,10
2491p332,4
2595p087,8
2585p112,21
2584p157,6
1069p305,6
1066p320,11
1102m730,16
1331p002,9
2055m410,16
2582p210,3
2562p322,2
2434p067,5
2415p227,14
2949m567,7
2992m870,11
3388m300,3
3354m360,5
3176m500,5
3164m565,8
1997p060,2
1981p255,6
3405p340,4
3493m137,15
3469m427,2
3585m532,10
3582m697,10
3556m680,3
3559m705,25
3436p247,8
0123m110,17
2735m697,23
2717m775,17
0131p030,9
3031m460,9
3003m572,4
3073m392,9
3067m475,2
0450m085,5
0483m195,6
0795m455,7
0761m505,3
0770m547,10
3561p012,4
3598p087,7
3575p132,4
3577p192,11
3587p295,12
0285p062,7
0253p140,7
0688m130,19
0658m182,6
0660m165,3
0679m202,4
0677m442,1
0751m110,8
0766m347,4
1393p305,7
1426m065,8
1423m100,8
1647p065,7
1627p085,8
1633p152,8
1637p237,2
1599p252,3
1681m012,10
1110p300,2
1139p302,3
1493p007,5
1705m387,14
0296m572,6
0336p080,15
0804m410,6
0828m472,3
0864m232,21
0106p222,5
0175m125,5
1438p250,1
1493m107,7
1479m142,3
1498m185,7
1486m177,3
1531p025,3
1536p197,9
0179m442,5
0182m537,5
0191m600,6
0573m370,4
0590m467,3
0616m107,9
0649m205,5
0612m212,6
0634m452,4
1538m140,3
1512m237,6
1526m247,4
1525m227,7
1586p030,5
1567p157,17
2165p117,10
2207m227,6
3381p082,4
3395p107,13
3396p290,6
3439m090,3
0032m697,4
0248m320,8
0434m032,5
0447m390,6
0410m445,3
0424m435,6
1321m025,16
1675p060,7
1691p327,7
1791p092,10
1857m362,8
1863m402,7
1862p120,7
1904m090,5
2401m130,4
2443m162,18
3286m460,7
3254m632,8
3310m717,3
3557m145,20
0009p195,14
0088m045,3
0391m255,5
0375m577,120
0488m317,6
0468m577,9
0464m645,4
1198p015,14
1175p062,1
1440p085,7
1564m327,3
2226p017,3
2259m042,9
2386p002,14
2704p252,9
3191m005,10
3193m002,6
0038m030,25
0003m092,10
0029m370,4
0612p065,12
0741m002,5
0746m082,12
0723m145,8
0729m370,3
1022m580,10
1205p040,6
1273m012,5
1633m117,8
1643m280,8
2227p147,3
2217p135,4
2281m252,26
2391p027,7
2711p152,4
3288m200,9
3300m322,8
3460p055,3
3509m102,8
0018m297,9
0387m707,29
0381p020,4
0634m555,9
0604m597,8
0622p047,22
0599p037,16
0692p095,16
0723m195,7
1048m565,12
1017m635,17
1022m635,7
1238p057,6
1228p295,3
2003p122,3
2446p000,9
3016m477,7
3047m565,7
3525m470,4
3548m525,5
3565p130,6
0266m435,10
0277m460,9
0309p117,9
0300p222,6
1444p165,5
1466m102,4
2093p105,3
2111m002,4
2113m025,3
2138m187,4
2463m007,10
3099m097,12
3125m125,30
3142m360,6
3107m412,5
3137m527,7
3209p067,6
0224p127,10
0219p220,13
1848p185,5
1830p300,4
1928m300,18
1922m297,5
1917m302,10
1919m422,3
2271p147,4
2287p140,6
2289p110,4
2283p105,3
2295p202,5
2346m020,14
2334m032,22
0669p040,8
0664p042,27
1344p345,6
1311p332,11
3194m515,3
3472m072,4
3570m502,5
3583m672,2
0293m705,4
0277p162,5
0275p152,11
1377m147,10
1371m165,7
1770p285,5
1783p347,7
1804m222,5
2516p100,8
3310m440,6
0067p095,2
0067p202,6
0171p265,4
0409m562,7
0424m660,4
0512m052,13
0848m147,7
1694m107,1
1654m135,4
1692m202,5
1670m267,6
1694m302,8
0325m590,6
0556m137,6
0673m430,6
1429m090,3
1828m427,1
1811p037,6
1801p077,2
1902p207,6
1979m060,2
2341p002,6
2305p080,5
2337p277,4
2397m127,9
2367m105,6
3084m660,15
3074p047,3
3221m607,5
3398m495,6
3523p045,5
3507p287,10
0231p050,1
0507m280,8
0513m315,5
0542m392,3
0531m622,10
0523m747,11
0903m500,7
1248m027,11
1968m195,13
1988m212,12
1739p327,7
1769m312,8
1757m382,3
1997p065,11
1981p200,12
2148p335,5
1605m035,9
1618m007,8
1610m220,8
1893p327,8
2390p142,4
2368p120,8
2356p260,9
2865m792,7
3269m457,7
3329m787,5
3328p140,9
3315p195,9
3379m502,14
0106m050,2
0124m270,5
0135m292,7
0138m270,4
0110m430,3
0115m435,5
0123p030,1
0142p087,3
1456p137,5
1728m057,12
1732m250,6
1702m250,14
2586p245,5
2973m630,13
3103p087,4
3146p135,9
3596m035,30
3358m122,2
3426p102,2
3414p210,4
0562m645,7
0618m002,6
0609m082,6
0620m480,8
1521m245,8
1543m220,6
2185p280,8
2311m175,13
2315m152,11
2763p320,6
0044p135,7
0086m012,2
0062m200,8
3368p172,5
3361p240,5
3426m015,8
3418m092,9
3444m092,6
3447m075,2
0012m610,3
0027m712,7
0216m002,15
0233m167,5
0221m365,6
0237m385,4
0410m177,3
0418m167,1
0896m452,2
1664p212,7
1688p252,3
0369m297,7
0352m430,9
0370m470,2
0480m307,3
1197p105,4
1176p127,6
1588m030,10
1572m110,8
1571m225,10
1963p000,6
1987p240,4
1951p320,8
1982p315,4
2033m022,7
2930m627,5
2902m730,10
2904m752,8
0113m347,3
0107m387,5
0146m465,4
0104m490,9
0795m370,7
0772m402,10
0758m562,5
1114p297,21
1099p330,10
1481p030,2
1452p165,2
1703m140,8
1715m327,10
1793p235,6
1783p312,5
1838m060,10
2011m300,11
2529p350,9
2539p347,5
1866m075,2
1892m102,3
1948m415,7
2263p135,4
2265p300,2
2475p162,6
2495p265,4
2961m402,9
3463m005,7
3467m082,4
3461m415,10
0257m735,4
0297p057,7
0271p180,4
0333m720,13
0541p010,4
0653m115,10
3287p055,10
3313m405,4
0728p000,10
0764m072,3
0054m782,8
0066p040,4
0075p112,7
0094p152,2
0099p232,5
1378p237,8
1421m015,9
1446m150,7
0408p022,6
0421p027,9
0466p015,4
0516m002,10
0508m010,8
1639p247,9
1686p000,1
0846m150,9
1003m740,10
1291m082,5
1291m815,7
1256p195,3
1650m122,2
1695m267,4
1811p087,17
1914p132,5
1997m107,4
2347p045,6
2331p025,9
2330p165,4
2353m007,10
2375m105,8
3250m690,5
3403m397,10
0213p082,4
0347m440,6
0531m440,5
0503m717,9
2034p035,7
2030p187,1
2049p167,7
2093m130,4
2064m122,8
2084m382,19
2431p157,8
2418p202,10
3525m540,2
3583p002,15
3583p100,9
0297m317,5
0308p315,17
0373m130,16
0804m587,3
1172p235,6
1186p302,8
1713m860,7
1714p307,8
1758m042,5
1793m057,6
1782m205,8
1755m302,5
1405p102,7
1463m125,12
1547p100,17
2070m877,11
2060p072,8
2051p272,4
2102m047,9
2455m182,12
2614p225,12
2174p105,2
2154p210,6
2345m242,6
2837m532,11
3226m095,10
3383p155,8
0045m757,9
3145m070,4
0219m420,4
3242p262,18
0865m497,3
0886m565,15
0247p102,5
0281m010,7
0688m600,4
0675m620,5
0742m565,32
1075p312,14
1112m632,12
1346m805,9
1313p037,5
1383m067,14
1399m067,6
1383m182,5
1692p095,7
1686p162,17
1667p240,2
2156m295,4
2176m285,8
2182m292,10
2575p222,11
3137m667,1
3418p095,7
0159m675,4
0578m187,2
0580m642,13
0634m082,3
0605m127,5
0622m357,4
1466p285,2
1528m080,6
1504m122,7
1521m280,6
1540m282,8
1545m307,11
1565p300,5
2238p017,5
2232p305,17
2296m297,15
2374m800,13
3171m062,4
3255m147,5
3465p237,13
3484p237,4
0045m157,2
0042m375,3
0721m030,10
0747m077,18
0715m085,3
1297m047,16
1604m087,12
1893m267,4
1857m370,10
1878p135,2
1910m107,4
3265m510,4
3281m582,6
3338p270,6
3561m005,6
3564m180,2
0045p162,9
0012p230,6
0056m050,4
0054m082,7
0063m217,6
0457m302,10
0478m567,4
1097m655,7
1154p135,119
1172p140,12
1410p050,11
1525p327,5
1590m342,12
2905m505,22
2910m840,36
3399m670,4
3353p037,5
0134m167,7
0148m300,4
0129m582,7
0104m622,6
0928m747,25
1090m860,9
1785p230,4
1765p262,6
2023p007,4
2018p250,5
2095m065,5
2088m172,5
2070m387,4
2437p125,3
3019m422,4
3531m422,5
3511m527,8
3561p025,10
3566p060,4
0283m257,3
0271m407,6
0309p087,7
0368m030,5
0360m190,4
2014m160,5
2017m222,11
2037m385,11
2042m372,4
0805m592,5
3296p180,7
0866m415,27
0874m425,7
0886m412,8
3321m342,2
1502p117,6
0051p260,8
0069p322,9
1831p110,22
0179p047,1
0195p070,12
0170p310,5
0408m512,2
0441m697,7
0407m757,2
0518m117,14
2066p012,6
2098p260,3
2073p295,5
1253p060,8
1692m265,12
2173p012,8
2174p050,7
2196p030,2
2212m152,11
2226m365,11
3093m007,10
3171p012,30
3173p155,8
3209m085,11
2149m147,12
2128m102,13
2114m387,9
2426p330,10
2451m210,4
3123m062,9
3227p045,6
3206p065,3
1882p105,10
1865p142,8
1889p215,3
3365p095,6
3398p225,7
3433m005,10
3421m090,6
0051m562,5
0031p082,9
0239m095,12
0198m487,4
1981m107,12
0425m315,10
0419m362,7
3458m540,6
3486m715,10
0082m365,2
0060m537,7
0215p120,4
0238p277,8
0261m017,3
0273m020,10
0291m017,3
0267m100,6
2320p050,8
2329p332,5
2678p137,2
0592p090,6
0994m402,1
0954m597,12
1770p102,5
3224m422,5
3199m475,9
3245m505,1
3197m685,7
0655m507,6
0673p030,9
1121m512,8
1117m710,13
1347p132,6
1306p202,7
1346p300,3
3536m800,9
3537p265,4
0200m520,4
0225m560,7
0232p057,4
2108p132,5
2132p332,8
0286p310,4
0256p327,12
0340m065,4
0331m240,4
0322m430,11
0316m420,4
1382m077,6
2552p250,23
3383m130,7
3443p052,14
0153m350,4
0162m505,5
0154m617,5
0922m255,8
0942m425,9
0921m505,9
1197p267,4
1168p332,31
1225m722,10
0585m382,8
1733p085,3
1708p140,8
0629m355,6
1765m092,3
1785m212,12
1828p205,5
1896m052,14
1851m052,9
1853m177,5
2363p325,11
1911m332,4
1903m382,8
1514m230,18
2308m010,16
1585p045,3
1593p185,1
2476p015,3
2453p215,9
2450p335,2
3491m352,10
2873m742,7
0578m132,2
0689m125,3
0697m167,3
0666m300,4
0661m392,10
3286m532,7
3320m775,5
3320p120,7
3334p247,9
0760m065,10
0761m100,8
1377p160,7
3558m047,5
3595m310,3
1612p322,12
0027p162,4
0023p260,6
0045p327,12
0093m040,8
0051m067,6
0090m122,4
0362m310,3
0493m327,7
0468m367,9
0489m440,5
0472m430,4
0482m485,6
1049m622,9
1095p282,7
1448m210,13
1537p307,6
2208p110,3
2261m020,8
2293m275,9
2377p075,5
3176m007,7
3266m392,6
3481p242,7
3521m022,4
3541m015,7
0039m375,10
0024m482,1
0351p032,3
0370p177,10
0653p072,8
1604m072,7
1611m127,11
1750p225,2
1785p220,6
1798p230,5
1838m212,5
1804m272,2
2088p132,14
2054p122,7
2078p170,8
2133m200,4
2142m257,9
2449p317,7
2642p117,60
2642p182,14
2549p317,4
3344m110,9
3304m387,6
3316m372,5
0083p002,3
0058p017,4
0075p190,6
0162p067,6
0157p285,7
0419m452,6
0501m860,11
0491p000,10
0516m142,7
0847m145,4
0842m130,9
1037m655,9
1251p017,12
1676m155,5
1697m302,4
1992p170,19
1985p245,2
1968p260,5
1992p345,9
3218p072,4
3500m717,6
3483p000,10
3458p040,7
0058m457,10
0244p127,7
1072p307,5
1358m857,11
1344p100,10
1352m157,8
2016p345,1
2089m290,3
2066m342,10
2433p047,12
2448p105,6
2416p247,7
3083m430,14
0281m487,2
0814m800,13
0871m375,7
1445p190,4
1469m097,7
1514p100,3
1548p272,4
2262p342,4
2455p220,7
2452p300,7
3187m432,7
3496m022,5
3463m107,5
3499m120,11
0351m562,6
0516p007,6
0581m030,10
0609p145,3
0693m045,5
0679m102,4
0695m225,2
0659m275,6
0730p065,13
0749m257,30
1376p057,11
1610p140,8
0103m037,3
0109m070,8
0114m137,3
0119p045,7
0406p222,5
0491m017,5
0477m045,3
1456m272,10
1498p010,3
1726m005,4
2199p117,5
2189p312,6
2347m087,8
2302m070,8
2325m287,17
3368p100,9
0043p007,5
0243m167,6
0240m332,5
0983m735,8
1339m085,11
1656p020,10
1670p052,3
2136p030,7
2133p122,5
2560p140,6
2583p250,12
2559p242,8
3111m665,6
3138m775,12
3112p050,11
3388m047,10
3378m032,3
3387m072,6
3395m052,7
0145p255,7
0183m087,6
0177m227,9
0156m317,6
0157m525,3
0167m650,6
0600m472,8
0565m540,8
0619m192,7
0627m327,5
0641m482,2
1548m010,15
1511m075,9
1563p040,4
1559p232,3
1904m050,4
1941m155,6
1801m392,3
1811p105,7
1902p300,5
2331p142,7
2334p182,2
2333p237,7
2332p285,5
2386m002,14
2652p145,7
2385p132,12
2369p227,3
2363p257,8
3441m480,12
3517p172,3
3520p227,3
3499p255,5
0301m002,7
0320m407,7
0502m537,7
0545m572,37
0930m350,8
0909m575,3
1718p007,5
1738p027,4
1761m057,2
1788m057,3
1773m110,6
1773m250,6
1752m355,6
2882m637,19
3282m657,5
3595m312,4
0003p102,3
0047p290,7
0097m205,3
0049m212,6
0390m402,2
0360m675,9
0484m297,21
0451m252,4
0459m367,6
1573m045,5
1592m172,3
1563m195,4
1559m217,3
1597m265,4
2218p095,1
2240p135,2
2219p212,4
2233p292,3
2294m042,13
2270m305,4
2392m242,10
2381p002,6
2723p245,12
2710p232,10
3162m077,8
3255m037,3
3250m040,5
3284m075,11
3528m042,4
3504m112,3
3511m132,4
0028m235,5
0047m300,2
0028m340,3
0381p242,7
0726m332,7
1222p160,5
1214p272,6
1263m015,5
1646m025,4
1634m162,1
2218p262,10
2274m270,10
2771m750,10
3187m060,6
3150m127,2
3169m107,5
3259m060,6
3250m132,11
3270m437,7
3466p102,13
3492p197,2
0026m020,7
0019m450,5
0388p235,5
0611m522,4
0616m617,6
0603p017,11
0640p075,13
0709m140,5
0715m135,11
1228p220,7
1284m045,7
1632m340,6
1644m340,9
1888p137,5
2400p115,5
3343m740,5
3333m845,5
3339p207,3
3598m230,3
3598m347,4
3598m385,3
3559m397,7
0060m130,9
0389m250,5
0355m215,4
1817p245,1
1845p327,8
2033p020,2
2041p087,12
2043p187,3
2061m087,6
2063m177,6
2061m270,8
2414m252,17
2443p010,5
2722m807,10
3040m417,4
3021m412,4
3543m432,4
3572p147,5
3554p320,7
0300m565,6
1101m675,12
1196p077,4
1175p082,7
0325p140,10
0808m460,11
0817m562,6
0889m240,14
0856m240,7
0867m315,10
1405p080,8
1571m222,24
1572m280,2
1589m345,7
1400p152,2
1444p290,5
1486m127,7
1487m187,5
1480m232,8
1513p090,2
1515p157,3
2055p225,3
2138m290,5
2622p332,5
3102m355,6
3129m410,15
3114m455,10
3213p120,5
0058m385,9
0092m602,3
0236p150,5
0241p122,12
0226p197,4
0278m025,8
0300m070,3
0592m677,9
0570m732,6
2282p092,7
2268p222,9
2970m532,3
3196m507,6
3151m557,1
3491m035,3
0331p042,1
0529p032,5
0566m025,8
0635p112,9
0661m027,8
0677m242,7
0800m172,7
0792m230,2
1418m095,8
2010m152,6
0648m632,1
0663m730,12
2531p005,19
2514p290,5
2515p315,10
0748m542,6
1101m505,4
1133m645,9
1341p027,11
1631p165,2
1640p215,5
1630p320,2
2810m862,12
1838p062,6
3266p100,7
3255p190,16
3293p247,11
3301m075,9
1922p245,8
1992m072,5
2307p045,12
2177p050,5
2184p182,3
2168p310,6
3070m615,5
0406m460,3
3233m545,5
3241m560,5
0757p037,8
0802m277,11
0808m277,5
3445m372,3
3520p162,4
3515p252,8
0323m340,4
0332m315,6
0303m447,65
0519m300,6
0536m607,7
0904m582,15
1192p162,7
1169p200,9
1735p092,1
1728p147,5
1716p187,5
1716p237,8
1724p240,9
1284p097,7
1295p072,5
1293p117,12
1720p332,8
1689m157,4
1665m207,3
1665m277,2
1676m312,7
1956m157,8
1960m225,9
2211m095,11
2234m210,4
2212m310,6
1994p057,12
1989p240,8
1988p270,6
2033m077,2
0123m022,6
0144m385,1
0119m362,4
2317m167,10
2332m215,12
2302m305,13
2309m325,8
0105m545,3
0429p072,3
0768m567,9
0774m810,12
1487p047,13
1476p097,15
1457p130,5
3185p070,9
3397p195,35
3359p272,8
3407m112,6
0205m085,4
0226m095,3
0241m087,5
1743m077,3
1734m135,6
1712m217,7
1728m217,3
1712m355,15
0420m435,5
0985m622,11
1312m757,6
2106p212,5
2155m297,6
2172m297,5
2589m757,9
2977m622,4
3376m025,8
3399m317,1
3363m402,5
3405p052,5
3427p272,7
0118p115,5
0120p157,4
0191m097,8
0621m095,5
0646m372,6
1482p215,7
1526m007,11
1529m067,3
1570p045,3
1595p042,2
1589p077,7
1598p347,1
2068p022,13
2128m012,12
2121m002,10
2106m130,7
2407p315,7
2619p222,8
3240m730,7
0055m330,6
0070m407,4
2206p012,11
2202p080,2
2263m135,4
2252m200,13
2299m242,7
2282m262,10
2764m685,15
0209p315,5
0300m142,6
0562m727,11
0560m712,11
0698p012,7
1343p040,5
1372m115,8
1388m160,7
1360m167,4
2026p130,2
2006p205,7
2081m082,2
2066m360,5
2414p220,2
3041m547,12
3547m380,5
3532m405,8
3544m492,7
3199m055,6
3168m112,6
3479p107,4
3455p222,11
0043m022,2
0017m200,12
0022m320,2
0378p230,9
0625m682,5
0700p092,15
0724m375,7
3574p207,5
0248m520,7
0300p062,3
0325p157,2
0827m365,2
0838m515,6
1434p147,12
1496m107,9
1465m217,5
1000m545,10
1244p075,4
1858m055,8
1533p117,6
1510p195,9
1534p152,6
1524p290,4
1613m022,3
1616m165,11
1607m335,9
1599m330,8
1995m372,7
1986p137,3
2907m597,10
2930m605,12
2176p325,6
2243m055,2
2215m152,4
2205m372,7
2340m080,10
2317m050,12
2308m142,9
2310m147,10
2820m525,3
3040m752,14
3053m835,10
3173p037,22
3173p015,15
3357p180,5
3375p277,11
0142m137,8
0130m102,6
0117m230,7
0129m440,4
0104m507,9
0407p177,6
0495m240,4
1718m047,8
1726m040,7
1745m072,11
1741m165,3
1786p347,3
1789p332,10
1843m062,12
1824m175,20
2044m252,6
2008m405,10
2818m632,39
2814m630,12
2824m665,8
3333m587,5
0056p060,14
0051p087,10
0422m520,7
0776p057,1
0825m162,7
0814m267,7
1059m542,5
1266p085,7
1664m210,8
1679m330,9
0043m685,9
0224m180,6
0226m247,4
0212m467,5
0417m287,3
0426m297,3
0987m420,4
0993m480,7
1334m115,25
1684p100,5
1685p305,10
1886m377,4
1883p007,10
1898p020,5
1858p005,10
1864p082,7
1851p267,12
1925m192,4
2375p280,3
2891m410,3
3275m465,15
3250m585,9
3340p035,7
3329p065,9
3304p125,8
3328p117,9
3512p300,5
3598m312,7
1910m202,5
1783p080,5
2291p227,4
2265p267,6
2281p285,7
2147p132,1
2464p067,2
2173m100,5
2185m227,13
2991m297,5
2966m610,10
2977m720,9
3485m327,4
0298p015,5
0283p077,19
0262p122,5
0279p262,8
0348m497,4
0323m662,3
0652m247,8
0671m315,5
0650m435,8
0708p025,12
0740p085,6
3133m625,12
3129m720,33
3128m817,2
1378p075,8
1396p215,6
1393p337,6
1429m055,8
3351m017,4
1618p192,3
3413p015,5
3416p210,5
1813m312,2
1944p310,5
1971m007,6
2311p090,10
2333p122,13
2368m022,27
2375m110,11
3076p027,21
0108p120,3
3227m570,24
0164m370,3
0203m595,5
0222m645,3
0234m672,5
0570m152,10
0303m005,1
0329m370,6
0623m180,13
0631m280,5
0514m385,6
0930m270,5
1480p275,13
1536m030,4
1534m135,3
1542m205,7
1163p180,19
1568p225,9
1733p007,7
1740p077,4
1793m052,2
0036p307,6
0066m065,74
0465m435,8
0456m497,6
0498m605,3
1415p052,10
1568m177,7
1579m315,6
1860m267,4
1874p062,2
1860p222,4
1868p315,2
1861p337,8
1917m070,5
2383p285,32
2382p302,3
3270m467,18
3287m617,11
3293m637,6
3300p047,7
2138m020,5
3568m027,30
3583m130,4
3570m272,15
3142m472,5
3457m612,8
0080m320,12
0058m420,4
0240p272,4
0258m112,2
1803p192,5
1834p270,7
1894m050,5
0038p300,13
0074m072,3
0650m652,5
0395m327,8
0377m385,3
0379m540,7
0367m565,5
0382m672,7
0484m620,2
1153m782,22
1408p017,6
0735m610,9
1084p310,10
1140m500,51
1346p195,7
1363p037,13
2032p102,3
1600m102,9
1560m192,9
2096m175,4
2078m170,10
2051m340,6
2056m315,8
2412p067,7
2435p185,6
3062m515,10
3593p017,6
1925m417,14
2279p110,4
2289p325,5
2486p012,9
2986m500,7
0278m245,5
0316p077,4
0300p122,2
0320p270,3
0383m010,12
0371m102,9
0832m395,17
0898m225,2
0893m252,12
1493m235,2
2245p105,4
2199p227,3
2215p267,6
2224p312,3
3185m497,4
3463m127,5
3597m572,12
0326m585,14
0305m737,8
0767m032,98
1355p312,6
1369p312,30
1411m075,8
1429m147,11
1628p025,8
1649p255,16
1842m327,12
1911p037,3
1919p145,5
1923p102,4
1919p215,10
1938p247,6
1981m050,8
2251m037,10
2274m282,9
3061m602,9
3075m745,8
3046m772,16
3067m827,19
3223m635,4
3500p270,17
0208m687,10
0233p002,14
0235p077,4
2764m647,4
2768m607,6
0315m402,2
0532m537,5
0945m350,5
0900m482,6
0938m500,5
1194p222,4
1182p270,3
1713p065,4
1716p142,5
1707p247,4
1715p290,3
1784p260,4
2036m170,7
2029m350,2
2813m655,15
2811m677,7
3259p090,3
3263p142,10
3340m125,6
3335m125,9
3313m310,5
0083p042,2
0051p060,10
0176p197,5
0507m125,4
0534m242,11
0829m170,8
0832m172,41
0822m215,3
0809m225,5
1261m057,40
1295m747,4
1653m190,7
1780m150,3
3282m095,4
3286m405,9
3491p107,83
3453p187,8
3495p237,5
3477p275,3
0043m042,7
0003m055,10
0019m127,3
0012m265,2
0022m330,7
0393p160,7
0638m667,15
1039m635,10
1242p075,3
1229p150,5
1228p212,6
1603m037,8
1617m055,3
1616m082,7
1620m072,10
1609m222,8
1994p110,5
2906m580,8
3358m627,5
0110m205,6
0106m445,7
0135m597,6
0148p037,5
0136p010,5
0488m195,3
1741m060,4
1726m132,6
1713m152,6
1743m182,6
1706m185,5
2135p092,7
2110p252,8
2199m295,10
2597p297,6
3131p087,25
3383m127,5
3441p000,6
0111p170,8
0127p317,5
0128p325,22
0153m035,2
0163m017,4
0166m505,3
0581m217,6
0587m217,9
0582m297,5
0602m070,6
0646m115,4
0620m202,6
1504m247,6
1566p082,2
1594p200,6
2160p060,11
2186p097,12
2167p285,7
2202m165,10
2303m307,8
0008p040,3
0204m247,4
0227m220,3
0220m372,4
0444m072,3
0443m067,1
0434m200,8
0432m297,6
0879m487,7
0886m625,6
1344m135,13
1652p065,5
1680p275,7
1680p320,16
2219p077,6
2249m032,14
2298m130,6
2359m872,10
2724p210,8
2778m595,10
2049p332,5
2004p320,2
2054m050,8
2066m027,9
2058m212,7
2097m352,8
2447m805,17
3258m025,1
3253m035,2
3280m090,11
3272m137,14
3289m435,4
3255m427,5
3454p145,5
3455p247,13
3533m042,3
3518m010,8
0001m085,4
0004m400,5
0026m457,5
0001m460,12
0365p222,5
0363p215,7
0627m545,6
0644m550,7
0674p092,13
0706m277,6
0715m322,3
1014m650,54
1223p057,11
1248p137,4
1233p182,5
1207p182,7
1239p257,6
1206p260,2
1605m195,6
1603m167,3
1618m167,3
1634m315,8
2194p350,3
2687p252,15
3072m572,12
3514m442,1
3547m462,10
3511m530,13
3517m580,4
3596p015,4
3564p202,17
0276m435,6
0345p065,8
0358m027,8
0350m155,10
0897m262,6
1499p067,7
1516p080,11
1529p260,6
2080p215,8
2105m057,25
2435p257,5
2611p102,25
2605p290,8
3117m097,7
3220p097,9
3215p100,5
3225p122,6
3247p255,48
3454m585,4
3465m642,3
2243m012,9
2223m060,7
2218m155,6
2220m205,1
2205m232,2
0090m475,4
0059m465,4
0210p192,9
0274m090,12
3085m037,8
0714m820,16
3174p102,9
3376p325,6
0005m767,2
0220m112,7
0240m115,7
0212m212,4
0215m377,5
0409m225,6
0400m445,6
0977m512,5
1275p267,3
1876p155,8
1864p190,9
1693p005,4
1686p010,21
1689p210,6
2375p185,12
2442m150,28
2133p310,10
2940m890,18
2181m275,9
3311p127,4
3308p172,6
3307p222,7
3320p212,2
2568p062,13
2571p170,7
3566m027,5
3568m002,8
2584p230,9
2583p295,8
0397m232,10
0374m287,8
0361m487,7
2972m620,4
1175m852,5
1188p092,19
3111p022,11
1411p072,5
3406m725,8
3426p005,2
3414p080,11
3417p072,8
3415p145,3
3405p232,3
1577m055,11
1566m077,10
1571m150,7
1583m220,5
1577m335,12
0137p302,4
0157m120,2
0165m192,4
0161m547,3
0596m572,5
1803p040,2
1823p042,2
1849p082,7
1803p100,4
1910p200,4
2337p242,5
2334p272,4
2368m010,6
2357m075,14
2378m130,12
3066m745,8
3086p020,39
3220m467,16
0649m062,9
3536p047,5
3546p057,11
1576p192,5
1598p290,2
0216m652,11
0340m230,2
0322m305,4
0915m267,4
0909m565,6
1196p185,11
1167p185,16
1236m027,13
1773p245,4
1761p280,1
1816m057,2
1812m212,10
1798m385,6
2016m345,7
2031m425,12
1946m270,8
2539p245,2
2483p125,17
2959m312,7
3437p335,1
3461m022,9
3483m032,5
3498m055,7
3461m102,3
3284p092,7
3275p242,9
0277p045,7
0270p107,6
3348m632,2
0313m867,7
