region_id,n_bricks,total_area_deg2,total_n_gal,ra_center_deg,dec_center_deg,median_psf_r_arcsec,median_psfdepth_r,median_ebv,keep_in_area_window,total_n_lrg_v1_pure_massive,mean_lrg_density_v1_pure_massive,total_n_lrg_v2_baseline_dr10,mean_lrg_density_v2_baseline_dr10,total_n_lrg_v3_color_relaxed,mean_lrg_density_v3_color_relaxed,total_n_lrg_v4_mag_relaxed,mean_lrg_density_v4_mag_relaxed,total_n_lrg_v5_very_relaxed,mean_lrg_density_v5_very_relaxed
2646,1,0.062470139496829,1575,356.6203059805285,3.5,1.6822493,24.230692,0.0546904,False,41,656.3135656529336,63,1008.4818203935321,120,1920.9177531305372,238,3809.8202103755657,366,5858.799147048138
414,3,0.1867257857270624,13530,43.5525328245679,-49.83328416314097,1.2495419,25.159914,0.030367708,False,115,615.8763748253593,187,1001.4685399334103,393,2104.690567881445,797,4268.2910498766205,1372,7347.672924003417
2152,1,0.0611209548941548,1370,309.375,-81.25,2.1190822,23.605759,0.22278881,False,32,523.5520298302844,61,998.0210568639797,131,2143.291122117727,277,4531.997258218399,405,6626.205377539537
997,1,0.0623665775149461,3345,146.2331838565023,-22.0,1.2435465,24.581673,0.058388725,False,34,545.1637937299338,62,994.1222120957616,129,2068.415570328278,261,4184.93382833861,484,7760.56694603788
479,1,0.0624678900595819,2819,57.27272727272727,-7.0,1.6813788,24.380304,0.10066538,False,27,432.22205799247246,62,992.5099109456775,150,2401.233655513736,267,4274.19590681445,450,7203.700966541207
644,1,0.0622502683004898,3944,77.59916492693111,-48.5,1.2725278,25.197926,0.013944653,False,29,465.8614459300543,61,979.9154552321831,112,1799.1890325574511,226,3630.506440696285,398,6393.5467406952275
171,1,0.0624240731305223,2282,19.33988764044944,9.0,1.2314456,23.841467,0.034748986,False,39,624.7589758914805,61,977.1871161379568,112,1794.17962307297,236,3780.592777189472,412,6600.017899161282
1084,1,0.0588779040669423,5175,159.75,-87.0,1.2986993,25.241602,0.3000328,False,31,526.5133073479312,57,968.1051135107122,229,3889.404754279879,373,6335.143988412205,576,9782.956936529303
1444,1,0.0623362976394237,4461,209.4575045207957,-40.0,1.1920487,24.046879,0.15159385,False,35,561.4706250674848,60,962.5210715442596,186,2983.8153217872045,286,4588.017107694304,422,6769.731536527959
1972,1,0.0623612653258085,1450,271.5952732644018,20.25,1.6367853,23.528492,0.09308666,False,27,432.9610674019779,60,962.1357053377286,184,2950.5494963690344,341,5468.137925336091,548,8787.506108751255
938,1,0.0623742574875191,2705,133.8896952104499,17.25,1.3570217,24.319698,0.023463096,False,30,480.96764929030076,60,961.9352985806015,123,1971.967362090233,254,4072.192763991213,448,7182.450229401825
2079,1,0.0613920106749492,4507,297.6923076923077,-78.75,1.5249584,24.93162,0.38561302,False,29,472.3741685794525,59,961.0371015926793,184,2997.1326558144574,317,5163.538325506429,503,8193.248510188434
1868,1,0.062389197693095,2878,257.3499267935578,18.75,1.2613907,24.425526,0.061616644,False,32,512.9093045468293,59,945.6765302582164,139,2227.9497916252894,316,5064.979382399939,533,8543.145603858125
3,2,0.1248352853271481,7326,0.5020920502091909,-6.0,1.3917367999999999,24.985946499999997,0.037707520499999994,False,71,568.7494510380994,118,945.2455665140245,287,2299.0294710976696,543,4349.731717094198,909,7281.5950844173585
206,2,0.1248422710432214,8804,22.625,2.874986304496282,1.2324622,24.9803305,0.020562141,False,77,616.778270345162,117,937.182566628363,232,1858.344918442566,456,3652.6089776284916,804,6440.126355292341
2422,1,0.0623517077183394,1967,335.9319286871961,31.25,1.5569435,24.240778,0.09262687,False,30,481.1415933548866,58,930.2070804861141,162,2598.1646041163876,299,4795.377880437037,457,7329.390272106106
1603,1,0.0624176426635642,2925,227.8242677824268,-6.0,1.2677827,24.310884,0.083052136,False,34,544.7177840929137,58,929.2244552173233,121,1938.5544669188987,235,3764.9611547598442,399,6392.423407443311
1981,1,0.0615999204700693,3973,274.6451612903226,-77.75,1.794334,24.813618,0.20046908,False,29,470.779828589077,57,925.3258699854272,192,3116.8871410035445,367,5957.799899730733,589,9561.700656516081
2551,1,0.0623906383653664,3018,346.8663594470046,25.5,1.6329644,24.521065,0.21077013,False,33,528.9255065278927,57,913.598602184542,165,2644.6275326394634,315,5048.834380493521,493,7901.82650661367
663,1,0.0624195411294772,2584,80.3896103896104,-16.0,1.2080824,24.180593,0.07949737,False,40,640.8249608408331,57,913.1755691981872,126,2018.5986266486243,269,4309.5478616546025,415,6648.558968723643
2563,1,0.0624240731305616,2558,348.2443820224719,9.0,1.5781195,24.007557,0.041454464,False,19,304.36975748540146,57,913.1092724562044,134,2146.6077633180944,289,4629.624205962159,529,8474.294826830388
131,1,0.0624451089910196,2768,14.95810055865922,6.5,1.4994618,24.282986,0.045120556,False,27,432.37974016320385,57,912.8016736778749,133,2129.870571915041,297,4756.177141795242,533,8535.496352110655
1322,3,0.1872822254853781,8418,195.7521000365017,5.08331159386602,1.3105232,24.197067,0.038016386,False,99,528.6139661327836,170,907.720951945184,385,2055.7209794052696,797,4255.60940411948,1399,7470.00948100772
2192,1,0.0620808815535405,2420,313.6123348017621,-71.75,1.698259,24.247135,0.05058038,False,32,515.4565978964425,56,902.0490463187743,125,2013.5023355329783,240,3865.9244842233184,392,6314.34332423142
268,1,0.0623742574875115,2695,28.86792452830189,17.25,1.3975748,24.34954,0.04632803,False,34,545.0966691957406,56,897.8062786753375,143,2292.6124616173793,321,5146.353847406845,523,8384.869352628597
79,1,0.0623804059822004,4957,6.991735537190083,-33.0,1.4154463,25.931309,0.012280571,False,24,384.7361943564162,56,897.7177868316378,127,2035.8956951360358,280,4488.588934158189,538,8624.503023489664
1056,1,0.0624347671881602,2485,154.3041606886657,-14.75,1.1957994,24.198414,0.10657444,False,35,560.5850966741046,56,896.9361546785674,137,2194.2902355529236,260,4164.346432436206,436,6983.28863285456
927,2,0.1249493331190804,8491,131.62499999999997,1.6249922634865768,1.361788,25.022551,0.041936213,False,58,464.18815172646254,112,896.3633274717897,398,3185.291110122967,753,6026.442728448729,1215,9723.941454269861
1534,2,0.1246390310500345,4727,219.90147783251228,32.49999999999999,1.65433125,24.137474,0.0145194005,False,59,473.36696621394077,111,890.5717499957191,265,2126.1397635032936,536,4300.418540519869,895,7180.736182397915
2570,2,0.1248506521850838,4833,349.2025329422827,10.625037055440577,1.5079069,24.22379,0.045290751000000004,False,62,496.59332101916954,111,889.0622360181906,301,2410.8804778511294,571,4573.464295192674,906,7256.670142634961
312,1,0.06239146626538,2494,32.01526717557252,24.75,1.3042041,24.287224,0.086992815,False,30,480.834989073602,55,881.5308133016036,148,2372.11927942977,293,4696.15505995218,479,7677.331992208512
2622,1,0.062420306516197,2280,353.8148667601683,8.5,1.1625682,24.285755,0.08843809,False,27,432.55154463225784,55,881.1235168434882,142,2274.900716214097,281,4501.740149691276,446,7145.11070022174
1002,5,0.312175520735413,10590,146.8487906487718,11.449989158111428,1.2567577,24.235497,0.025874432,False,174,557.3787451049859,275,880.9146833555811,552,1768.2360189537485,1075,3443.5755803899992,1706,5464.874362925896
1384,1,0.0624755582888711,2321,203.0027932960894,-6.25,0.928037,24.139765,0.04070182,False,22,352.13770957079873,55,880.3442739269968,114,1824.7135859577754,227,3633.4209123896053,420,6722.629000897067
1538,2,0.1247399629361047,5176,220.3245207851294,31.375036623687578,1.3812756,24.098753000000002,0.012909140999999999,False,51,408.8505303318362,108,865.8011230556532,270,2164.5028076391327,551,4417.189062996897,925,7415.426285430362
402,2,0.1247593858677496,4477,42.122093023255815,17.5,1.67889055,24.3098925,0.120420325,False,62,496.9565982452231,108,865.6663324271628,251,2011.872679992758,531,4256.192801100217,843,6757.006650334243
311,1,0.0624069903217806,2151,32.03170028818444,15.75,1.6701261,24.06143,0.06903684,False,29,464.6915329592291,54,865.2876820620128,144,2307.433818832034,292,4678.963021520513,460,7370.96914349122
1323,1,0.0601026835809132,3856,195.9677419354839,-85.25000000000001,1.3048503,24.994871,0.1675468,False,25,415.9548045195647,52,865.1859934006945,138,2296.070520947997,318,5290.945113488862,555,9234.196660334335
1358,1,0.0624528733307854,3174,200.653685674548,-3.75,1.5197896,24.33427,0.036102045,False,25,400.3018382770957,54,864.6519706785267,192,3074.318117968095,335,5364.044632913083,533,8534.43519206768
1277,1,0.0624678900595961,2728,189.6923076923077,7.0,1.2525519,24.049446,0.020689651,False,21,336.1727117718466,54,864.4441159847484,154,2465.2665529935416,318,5090.615349687962,503,8052.13685815423
1885,1,0.0615999204700612,3878,259.5483870967742,-77.75,1.7496926,23.850418,0.28716004,False,35,568.1825517455125,53,860.3907212146331,184,2987.016843462123,313,5081.175391324155,467,7581.178619004409
409,1,0.062187689165619,4890,42.53424657534246,-52.75,1.3888408,25.032745,0.02869035,False,30,482.4105928764074,53,852.2587140816531,135,2170.847667943833,281,4518.5792199423495,480,7718.5694860225185
142,1,0.0623221820349953,4467,16.27035830618892,-31.75,1.2754456,25.03572,0.024012426,False,30,481.36953842781577,53,850.4195178891412,96,1540.3825229690103,234,3754.682399736963,384,6161.530091876041
2125,2,0.12467012039751679,4739,303.8373234959882,-44.374975425431984,1.76876925,24.3618115,0.0463612065,False,60,481.2700894864548,106,850.2438247594034,279,2237.905916112015,521,4179.028610374049,824,6609.442562280646
831,1,0.0623967901828679,2034,115.4935622317597,14.25,1.3164129,24.338057,0.060792074,False,22,352.5822391748682,53,849.4026671030916,131,2099.46696963217,274,4391.251524268813,481,7708.729865595982
122,1,0.0624210742473167,2087,13.85670731707317,24.5,1.2240331,24.19078,0.059656423,False,26,416.5259940414701,53,849.0722186229967,169,2707.418961269556,339,5430.858153079168,575,9211.632560532513
279,2,0.12484061303238761,7124,30.042075736325383,-8.5,1.3486986,24.915029,0.026016347000000002,False,51,408.52090326381995,105,841.0724478960999,279,2234.84964726678,522,4181.3315981120395,866,6936.845141695453
1088,1,0.0623221820349845,2575,160.5048859934853,31.75,1.5849543,24.26929,0.02145525,False,26,417.1869333041793,52,834.3738666083586,156,2503.121599825076,319,5118.562758616662,546,8760.925599387765
1227,1,0.0624176426635959,3231,183.6401673640167,-6.0,1.2234093,24.359606,0.05063188,False,25,400.5277824210566,52,833.0977874357977,157,2515.3144736042354,315,5046.650058505314,548,8779.56899066956
275,1,0.0624207086114847,2277,29.48275862068965,27.75,1.3691537,24.136465,0.07489904,False,35,560.7113533081615,52,833.0568677721258,122,1954.4795743884488,269,4309.467258282727,469,7513.532134329364
1689,2,0.1248421484946255,4045,234.60365853658539,24.5,1.5357914,24.1613075,0.048413512000000006,False,55,440.55633985158283,104,833.051988082993,251,2010.5389327772234,485,3884.9059059639576,796,6376.051754942908
1339,1,0.0624707998707749,2555,198.125,-1.75,1.5573188,24.172983,0.030006228,False,25,400.18696817896046,52,832.3888938122377,98,1568.732915261525,209,3345.563053976109,411,6579.07375686211
2072,1,0.0613920106749591,4225,296.4335664335665,-78.75,1.5715561,24.92941,0.36547717,False,29,472.3741685793763,51,830.7269861223515,166,2703.934896006085,304,4951.784387866565,478,7786.029399342823
1795,5,0.3119381625455503,10467,246.41155189807654,18.94999513097813,1.5157636,24.095188,0.057853088,False,168,538.5682810626547,257,823.8812394827515,664,2128.6270156285877,1336,4282.900139879206,2211,7087.943270413866
837,2,0.1241618307515732,5701,116.24174271294862,-71.37500076753673,1.3915397,24.7557735,0.15833643,False,49,394.6462427574921,102,821.5085053319223,241,1941.0151939705222,512,4123.6505365680805,867,6982.82229532134
2262,1,0.0623224812691893,4502,321.0054844606947,-40.75,1.2160246,25.192177,0.03709328,False,18,288.8203363125524,51,818.3242862188984,119,1909.423334510763,246,3947.211262938216,450,7220.50840781381
1150,1,0.0623283083925731,3846,170.983606557377,-40.5,1.9307243,24.731634,0.1338251,False,21,336.92555664646136,51,818.2477804271205,129,2069.685562256834,301,4829.266311932613,555,8904.461139942194
1189,1,0.0623385888135516,1724,177.0719178082192,-36.0,1.1076064,24.80385,0.11334172,False,24,384.9942781313444,51,818.1128410291069,117,1876.847105890304,212,3400.782790160209,339,5438.04417860524
1768,2,0.1247845800099475,5505,242.57265552462138,25.125063533342193,1.5074174999999999,24.325368,0.065262,False,58,464.80101944788686,102,817.4086893738701,239,1915.3007525524993,541,4335.471577953565,855,6851.8081315162635
158,1,0.0624202734762766,4832,17.84593437945792,-13.5,1.1396974,25.016266,0.022023233,False,26,416.53133752900874,51,817.0422389992094,139,2226.840612174316,288,4613.885584936712,514,8234.504134227327
1096,1,0.0624666189454705,3062,162.1769662921348,8.75,1.2762915,24.170265,0.02449651,False,27,432.23085314685164,51,816.4360559440531,144,2305.2312167832088,260,4162.223030303016,438,7011.744951048926
356,1,0.0620445655716603,3297,36.49606299212599,-69.5,1.4772421,24.841278,0.052661713,False,17,273.9965997564335,50,805.8723522248044,158,2546.556633030382,282,4545.120066547896,441,7107.794146622775
2129,1,0.0620808815535325,3005,304.8898678414097,-71.75,1.6232208,24.222984,0.0590509,False,27,434.9165044751794,50,805.4009342132952,160,2577.2829894825445,326,5251.214091070685,565,9101.030556610236
1052,3,0.187088910015071,7322,154.14076176238711,30.66670208382747,1.6643857,24.080437,0.030330274,False,86,459.6744937638059,150,801.7578379601266,371,1983.0143858880465,754,4030.169398812903,1257,6718.730682105861
61,2,0.12473019510580621,4075,5.446497184411423,-20.12499231896678,1.1486846499999999,24.078023,0.022587709999999997,False,52,416.89985296575065,100,801.7304864725974,256,2052.4300453698493,535,4289.258102628396,851,6822.726439881803
2521,1,0.0623975519310804,2644,344.575260804769,21.5,1.7937093,24.420527,0.069800556,False,29,464.76182322074425,50,801.313488311628,121,1939.1786417141398,265,4246.961488051628,444,7115.663776207257
91,1,0.0624162037020059,2527,8.194444444444445,26.000000000000004,1.5063462,24.121782,0.03910085,False,27,432.57997761136323,50,801.0740326136356,146,2339.136175231816,294,4710.315311768178,476,7626.224790481811
1762,3,0.1873072319778833,6629,242.09072033308834,8.583374542303916,1.8069383,24.001888,0.043138172,False,74,395.0728395192862,150,800.8233233499045,377,2012.7359526860932,756,4036.1495496835187,1246,6652.172405959873
2131,1,0.0623013505457836,3311,305.054704595186,-50.75,1.4431773,24.961163,0.047313612,False,21,337.0713446182465,49,786.4998041092417,134,2150.83619899262,250,4012.7541025981723,434,6966.141122110427
1910,1,0.0623195155250333,2612,262.9064039408867,32.5,1.3260865,23.997286,0.04129969,False,33,529.5291486459669,49,786.2705540500721,125,2005.7922297195717,274,4396.696567545301,443,7108.527662126162
257,1,0.0623839548558273,6054,27.64192139737991,-17.75,1.3565767,25.17678,0.013385961,False,28,448.8333589095067,49,785.4583780916367,189,3029.62517263917,378,6059.25034527834,620,9938.452947281934
1114,2,0.1247786088666546,6031,165.1424317467867,-18.375000721743973,1.33997865,24.0014355,0.048811178499999996,False,42,336.5961552342962,98,785.3910288800245,184,1474.6117276931072,393,3149.5783096923433,710,5690.077862294055
1588,1,0.0624118035622431,3729,226.2605042016807,-8.0,1.3484915,24.825537,0.07886867,False,21,336.47481407994826,49,785.1078995198793,174,2787.934173805286,335,5367.574415084889,545,8732.322555884371
413,1,0.06246041666053,3450,43.04347826086956,-8.25,1.3527989,24.867018,0.048237894,False,27,432.2737734322839,49,784.4968480808116,134,2145.3587274046686,283,4530.869551160606,482,7716.887362754106
2080,1,0.0620808815535325,2834,297.7533039647577,-71.75,1.861652,24.047981,0.1020544,False,25,402.7004671066476,48,773.1848968447633,122,1965.17827948044,274,4413.597119488857,477,7683.524912394836
